學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
0001,國立政治大學,03143036,日本研究博士學位學程,D 日,D 博士,2,1,0,2,2,1,1,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,03143036,日本研究碩士學位學程,D 日,M 碩士,6,3,5,7,6,6,3,3,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,03143038,俄羅斯研究所,D 日,M 碩士,5,9,4,6,5,3,5,2,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,03143040,亞太研究英語博士學位學程,D 日,D 博士,7,8,5,6,5,5,3,3,5,0,1,2,5,3,0,0,30 臺北市,1 一般
0001,國立政治大學,03143040,亞太研究英語碩士學位學程,D 日,M 碩士,12,7,10,6,3,5,5,7,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,03143043,地政學系,D 日,D 博士,2,0,0,0,4,1,2,0,2,3,1,4,2,2,0,0,30 臺北市,1 一般
0001,國立政治大學,03143043,地政學系,D 日,M 碩士,13,26,14,11,8,6,0,2,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,03143043,地政學系,D 日,B 學士,81,46,60,68,57,56,67,64,0,0,0,0,0,0,12,10,30 臺北市,1 一般
0001,國立政治大學,03143043,地政學系,N 職,M 碩士,17,12,15,14,13,14,4,6,4,3,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,03191047,國家發展研究所,D 日,D 博士,4,2,3,2,3,2,4,1,4,0,2,2,0,2,0,0,30 臺北市,1 一般
0001,國立政治大學,03191047,國家發展研究所,D 日,M 碩士,10,9,10,11,8,9,7,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,03199048,勞工研究所,D 日,M 碩士,5,14,6,18,7,12,6,13,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,03211049,傳播學院傳播碩士學位學程,D 日,M 碩士,19,56,22,48,14,45,22,26,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,03211049,傳播學院傳播學士學位學程,D 日,B 學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30 臺北市,1 一般
0001,國立政治大學,03211050,國際傳播英語碩士學位學程,D 日,M 碩士,3,15,2,13,0,7,1,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,03211056,傳播學院博士班,D 日,D 博士,2,8,4,1,2,3,1,6,0,0,0,1,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,03211056,傳播學院大一大二不分系,D 日,B 學士,59,151,52,186,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,03211056,傳播學院碩士在職專班,N 職,M 碩士,6,17,4,19,6,23,8,7,2,1,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,03213052,廣播電視學系,D 日,B 學士,0,0,0,0,26,62,27,50,0,0,0,0,0,0,8,19,30 臺北市,1 一般
0001,國立政治大學,03214051,新聞學系,D 日,D 博士,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,30 臺北市,1 一般
0001,國立政治大學,03214051,新聞學系,D 日,B 學士,0,0,0,0,15,34,15,23,0,0,0,0,0,0,7,20,30 臺北市,1 一般
0001,國立政治大學,03222054,圖書資訊與檔案學研究所,D 日,D 博士,1,3,2,1,0,2,0,1,0,3,1,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,03222054,圖書資訊與檔案學研究所,D 日,M 碩士,10,16,9,16,0,5,2,4,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,03222054,圖書資訊與檔案學研究所圖書資訊學數位碩士在職專班,N 職,M 碩士,6,17,3,18,2,10,1,4,2,1,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,04111059,會計學系,D 日,D 博士,1,2,1,0,0,1,0,0,1,1,0,2,1,0,0,0,30 臺北市,1 一般
0001,國立政治大學,04111059,會計學系,D 日,M 碩士,23,46,23,37,3,10,2,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,04111059,會計學系,D 日,B 學士,29,62,47,63,44,58,49,65,0,0,0,0,0,0,8,17,30 臺北市,1 一般
0001,國立政治大學,04121065,財務管理學系,D 日,D 博士,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,30 臺北市,1 一般
0001,國立政治大學,04121065,財務管理學系,D 日,M 碩士,16,13,19,13,7,2,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,04121065,財務管理學系,D 日,B 學士,13,31,25,22,19,28,32,14,0,0,0,0,0,0,5,9,30 臺北市,1 一般
0001,國立政治大學,04121068,金融學系,D 日,D 博士,6,0,3,1,4,0,3,1,5,0,4,1,1,1,0,0,30 臺北市,1 一般
0001,國立政治大學,04121068,金融學系,D 日,M 碩士,30,13,32,11,4,3,2,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,04121068,金融學系,D 日,B 學士,32,25,24,32,24,38,30,27,0,0,0,0,0,0,6,7,30 臺北市,1 一般
0001,國立政治大學,04122070,財政學系,D 日,D 博士,3,0,3,1,0,0,0,2,0,1,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,04122070,財政學系,D 日,M 碩士,12,22,13,16,1,7,4,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,04122070,財政學系,D 日,B 學士,39,48,35,63,41,63,58,51,0,0,0,0,0,0,10,19,30 臺北市,1 一般
0001,國立政治大學,04123069,風險管理與保險學系,D 日,D 博士,1,0,1,1,3,1,1,0,3,2,1,1,1,0,0,0,30 臺北市,1 一般
0001,國立政治大學,04123069,風險管理與保險學系,D 日,M 碩士,12,17,16,16,8,7,2,4,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,04123069,風險管理與保險學系,D 日,B 學士,27,22,21,30,24,25,31,19,0,0,0,0,0,0,4,8,30 臺北市,1 一般
0001,國立政治大學,04131060,企業管理學系,D 日,D 博士,6,2,5,4,6,2,2,6,1,3,3,3,3,4,0,0,30 臺北市,1 一般
0001,國立政治大學,04131060,企業管理研究所(MBA學位學程),D 日,M 碩士,42,58,42,54,19,23,5,9,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,04131060,企業管理學系,D 日,B 學士,30,65,44,60,42,64,50,49,0,0,0,0,0,0,16,17,30 臺北市,1 一般
0001,國立政治大學,04131062,經營管理碩士學程全球華商班,N 職,M 碩士,22,5,18,4,12,7,1,0,1,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,04131062,經營管理碩士學程高階經營班,N 職,M 碩士,97,59,71,61,64,45,12,13,6,2,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,04131064,國際經營管理英語碩士學位學程,D 日,M 碩士,27,33,23,24,16,11,7,3,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,04134041,公共行政學系,D 日,D 博士,2,2,3,1,1,1,2,1,2,1,0,0,1,0,0,0,30 臺北市,1 一般
0001,國立政治大學,04134041,公共行政學系,D 日,M 碩士,16,19,14,18,14,24,6,14,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,04134041,公共行政學系,D 日,B 學士,16,33,17,28,9,36,16,36,0,0,0,0,0,0,2,8,30 臺北市,1 一般
0001,國立政治大學,04134042,行政管理碩士學程,N 職,M 碩士,31,56,32,53,19,26,15,6,7,6,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,04134042,行政管理碩士學程現役軍人營區碩士在職專班,N 職,M 碩士,37,4,16,3,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,04141067,國際經營與貿易學系,D 日,D 博士,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,04141067,國際經營與貿易學系,D 日,M 碩士,18,30,20,27,5,9,1,2,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,04141067,國際經營與貿易學系,D 日,B 學士,29,56,39,50,18,69,37,42,0,0,0,0,0,0,4,17,30 臺北市,1 一般
0001,國立政治大學,04143055,廣告學系,D 日,B 學士,0,0,0,0,15,87,23,76,0,0,0,0,0,0,7,33,30 臺北市,1 一般
0001,國立政治大學,04199072,科技管理與智慧財產研究所,D 日,D 博士,2,3,2,3,2,1,2,1,0,2,3,0,1,1,0,0,30 臺北市,1 一般
0001,國立政治大學,04199072,科技管理與智慧財產研究所,D 日,M 碩士,19,38,26,27,13,21,5,4,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,04211073,法律學系,D 日,B 學士,72,82,75,95,86,89,79,90,0,0,0,0,0,0,22,12,30 臺北市,1 一般
0001,國立政治大學,04211074,法律科際整合研究所,D 日,M 碩士,9,15,10,11,12,12,10,14,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,04211075,法學院碩士在職專班,N 職,M 碩士,37,28,27,30,31,27,26,21,20,18,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,04212073,法律學系,D 日,D 博士,6,1,4,2,3,3,2,2,7,3,4,3,3,1,0,0,30 臺北市,1 一般
0001,國立政治大學,04212073,法律學系,D 日,M 碩士,31,41,29,34,32,24,31,27,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,05199083,神經科學研究所,D 日,M 碩士,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,05331077,應用物理研究所,D 日,M 碩士,5,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,05411078,應用數學系,D 日,D 博士,0,1,1,0,0,1,0,0,0,0,2,1,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,05411078,應用數學系,D 日,M 碩士,15,2,11,2,11,2,4,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,05411078,應用數學系,D 日,B 學士,36,10,36,5,33,6,29,8,0,0,0,0,0,0,15,2,30 臺北市,1 一般
0001,國立政治大學,05421079,統計學系,D 日,D 博士,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,30 臺北市,1 一般
0001,國立政治大學,05421079,統計學系,D 日,M 碩士,19,9,22,6,3,5,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,05421079,統計學系,D 日,B 學士,24,22,30,20,31,25,32,19,0,0,0,0,0,0,10,1,30 臺北市,1 一般
0001,國立政治大學,06131080,資訊管理學系,D 日,D 博士,4,5,6,4,6,1,8,1,5,1,7,2,4,1,0,0,30 臺北市,1 一般
0001,國立政治大學,06131080,資訊管理學系,D 日,M 碩士,28,12,23,20,2,3,1,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,06131080,資訊管理學系,D 日,B 學士,40,41,42,36,42,37,46,31,0,0,0,0,0,0,20,2,30 臺北市,1 一般
0001,國立政治大學,06131081,資訊科學系,D 日,D 博士,2,0,0,0,2,0,0,1,0,0,1,0,2,0,0,0,30 臺北市,1 一般
0001,國立政治大學,06131081,資訊科學系,D 日,M 碩士,38,4,30,4,15,7,6,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,06131081,資訊科學系,D 日,B 學士,35,15,39,8,38,11,38,8,0,0,0,0,0,0,14,2,30 臺北市,1 一般
0001,國立政治大學,06131081,資訊科學系,N 職,M 碩士,12,6,21,4,19,3,3,3,5,2,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,06131082,社群網路與人智計算國際研究生博士學位學程,D 日,D 博士,3,0,2,0,0,0,4,0,2,1,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,06134057,數位內容碩士學位學程,D 日,M 碩士,8,9,7,6,4,4,4,4,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,09231084,社會工作研究所,D 日,D 博士,1,4,3,2,0,0,2,4,1,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,09231084,社會工作研究所,D 日,M 碩士,5,10,5,19,4,8,1,8,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0002,國立清華大學,01111084,教育與學習科技學系,D 日,D 博士,2,8,4,10,4,7,4,5,1,4,4,4,3,6,0,0,18 新竹市,1 一般
0002,國立清華大學,01111084,教育與學習科技學系,D 日,M 碩士,7,24,5,25,3,20,5,8,1,1,0,1,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,01111084,教育與學習科技學系教育行政碩士在職專班,N 職,M 碩士,5,20,4,23,2,10,1,5,2,3,1,1,3,1,0,0,18 新竹市,1 一般
0002,國立清華大學,01111084,教育與學習科技學系課程與教學碩士在職專班,N 職,M 碩士,6,37,3,25,0,16,1,5,1,7,1,0,1,5,0,0,18 新竹市,1 一般
0002,國立清華大學,01111112,竹師教育學院學士班,D 日,B 學士,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,01112083,人力資源與數位學習科技研究所,D 日,M 碩士,0,0,0,0,3,10,4,5,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,01113095,特殊教育學系,D 日,M 碩士,3,20,3,14,0,10,2,9,0,0,0,3,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,01113095,特殊教育學系,D 日,B 學士,6,34,12,22,8,43,9,41,0,0,0,0,0,0,2,2,18 新竹市,1 一般
0002,國立清華大學,01113110,學前特殊教育碩士在職學位學程,N 職,M 碩士,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,01121091,幼兒教育學系,D 日,M 碩士,0,20,1,12,0,6,1,4,0,0,1,1,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,01121091,幼兒教育學系,D 日,B 學士,4,36,11,60,11,70,7,75,0,0,0,0,0,0,3,7,18 新竹市,1 一般
0002,國立清華大學,01121091,幼兒教育學系,N 職,M 碩士,1,14,0,14,1,15,0,0,1,6,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,01121091,幼兒教育學系幼兒園教師碩士在職專班,N 職,M 碩士,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,18 新竹市,1 一般
0002,國立清華大學,01131084,教育與學習科技學系,D 日,B 學士,14,26,23,47,17,64,22,65,0,0,0,0,0,0,2,5,18 新竹市,1 一般
0002,國立清華大學,01131085,數理教育研究所,D 日,M 碩士,12,11,10,13,7,11,7,2,1,1,1,1,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,01131085,數理教育研究所,N 職,M 碩士,8,8,6,11,3,14,2,6,0,0,0,0,0,1,0,0,18 新竹市,1 一般
0002,國立清華大學,01131085,數理教育研究所科學教育教師碩士在職專班,N 職,M 碩士,0,0,0,0,0,0,0,0,1,1,0,2,3,8,0,0,18 新竹市,1 一般
0002,國立清華大學,01131085,數理教育研究所數學教育教師碩士在職專班,N 職,M 碩士,0,0,0,0,0,0,0,0,1,2,1,2,1,2,0,0,18 新竹市,1 一般
0002,國立清華大學,01131105,英語教學系,D 日,M 碩士,0,7,0,10,0,6,0,4,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,01131105,英語教學系,D 日,B 學士,12,26,6,18,7,30,4,37,0,0,0,0,0,0,0,2,18 新竹市,1 一般
0002,國立清華大學,01141090,體育學系,D 日,M 碩士,8,10,2,2,3,2,3,1,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,01141090,體育學系,D 日,B 學士,26,11,29,14,30,10,29,19,0,0,0,0,0,0,6,2,18 新竹市,1 一般
0002,國立清華大學,01141090,體育學系體育碩士在職專班,N 職,M 碩士,11,4,8,4,3,1,3,2,0,0,3,1,0,3,0,0,18 新竹市,1 一般
0002,國立清華大學,01141098,藝術與設計學系美勞教師碩士在職專班,N 職,M 碩士,2,18,0,0,1,17,0,0,0,3,0,0,1,1,0,0,18 新竹市,1 一般
0002,國立清華大學,01141098,藝術與設計學系造形藝術碩士學位在職進修專班,N 職,M 碩士,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,18 新竹市,1 一般
0002,國立清華大學,02131098,藝術與設計學系藝術教育與創作碩士班,D 日,M 碩士,4,21,13,15,4,13,2,7,0,2,0,1,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,02131098,藝術與設計學系,D 日,B 學士,13,66,25,55,17,64,11,65,0,0,0,0,0,0,5,11,18 新竹市,1 一般
0002,國立清華大學,02151096,音樂學系,D 日,M 碩士,8,16,3,17,3,10,1,9,0,1,0,0,0,0,0,0,18 新竹市,1 一般
0002,國立清華大學,02151096,音樂學系,D 日,B 學士,12,21,10,29,7,21,5,25,0,0,0,0,0,0,1,2,18 新竹市,1 一般
0002,國立清華大學,02151096,音樂學系音樂教師碩士在職專班,N 職,M 碩士,0,0,0,0,0,5,0,7,0,1,0,1,1,2,0,0,18 新竹市,1 一般
0002,國立清華大學,02151096,音樂學系音樂碩士在職專班,N 職,M 碩士,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
