學年度,學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
111,25,國立臺北科技大學,2112007,互動設計系碩士班,D 日,M 碩士,56,17,39,7,14,7,16,2,8,1,1,0,0,0,0,0,0,0,0,30 臺北市,2 技職
111,9,國立中山大學,3122019,亞太事務英語碩士學位學程,D 日,M 碩士,16,13,3,5,1,6,2,1,0,1,0,0,0,0,0,0,0,0,0,50 高雄市,1 一般
111,19,國立高雄大學,4131009,亞太工商管理學系,D 日,M 碩士,26,11,15,4,9,6,6,1,0,0,0,0,0,0,0,0,0,0,0,50 高雄市,1 一般
111,19,國立高雄大學,4131009,亞太工商管理學系,D 日,B 學士,265,123,142,34,21,25,42,27,44,32,32,0,0,0,0,0,0,5,3,50 高雄市,1 一般
111,19,國立高雄大學,4131009,亞太工商管理學系,N 職,M 碩士,23,16,7,2,3,8,1,2,2,1,0,2,0,1,1,0,0,0,0,50 高雄市,1 一般
111,29,國立臺灣藝術大學,2199036,亞太建築空間與文物保存學士學位學程,D 日,B 學士,25,4,21,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
111,1,國立政治大學,3143040,亞太研究英語博士學位學程,D 日,D 博士,70,37,33,4,7,8,2,7,8,7,4,4,8,3,2,4,2,0,0,30 臺北市,1 一般
111,1,國立政治大學,3143040,亞太研究英語碩士學位學程,D 日,M 碩士,80,40,40,21,18,13,15,1,5,5,2,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,2,國立清華大學,2299009,亞際文化研究國際碩士學位學程(台灣聯合大學系統),D 日,M 碩士,9,3,6,1,0,0,2,0,0,2,4,0,0,0,0,0,0,0,0,18 新竹市,1 一般
111,7,國立陽明交通大學,2299009,亞際文化研究國際碩士學位學程(台灣聯合大學系統),D 日,M 碩士,23,11,12,1,5,4,3,4,2,2,2,0,0,0,0,0,0,0,0,18 新竹市,1 一般
111,8,國立中央大學,2299012,亞際文化研究國際碩士學位學程(台灣聯合大學系統),D 日,M 碩士,14,2,12,0,2,0,3,1,2,1,5,0,0,0,0,0,0,0,0,03 桃園市,1 一般
111,5,國立成功大學,10411098,交通管理科學系,D 日,D 博士,7,5,2,1,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,21 臺南市,1 一般
111,5,國立成功大學,10411098,交通管理科學系,D 日,M 碩士,79,38,41,15,22,20,16,3,2,0,1,0,0,0,0,0,0,0,0,21 臺南市,1 一般
111,5,國立成功大學,10411098,交通管理科學系,D 日,B 學士,196,108,88,26,26,26,17,29,21,23,24,0,0,0,0,0,0,4,0,21 臺南市,1 一般
111,5,國立成功大學,10411098,交通管理科學系,N 職,M 碩士,73,39,34,10,12,12,12,10,8,4,0,3,2,0,0,0,0,0,0,21 臺南市,1 一般
111,1049,開南大學,10411059,交通運輸學系,D 日,B 學士,33,28,5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,8,5,03 桃園市,1 一般
111,144,國立臺灣戲曲學院,2152005,京劇學系,D 日,B 四技,85,39,46,11,8,8,12,8,11,6,12,0,0,0,0,0,0,6,3,30 臺北市,2 技職
111,14,國立高雄師範大學,4199033,人力與知識管理研究所,D 日,M 碩士,41,16,25,6,12,4,8,3,3,3,1,0,1,0,0,0,0,0,0,50 高雄市,3 師範
111,14,國立高雄師範大學,4199033,人力與知識管理研究所人力與知識管理碩士在職專班(夜間班),N 職,M 碩士,65,15,50,8,24,7,22,0,0,0,3,0,0,0,1,0,0,0,0,50 高雄市,3 師範
111,1012,大葉大學,4142028,人力資源暨公共關係學系,D 日,M 碩士,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,07 彰化縣,1 一般
111,1012,大葉大學,4142028,人力資源暨公共關係學系,D 日,B 學士,12,8,4,0,0,0,0,0,0,7,2,0,0,0,0,0,0,1,2,07 彰化縣,1 一般
111,1012,大葉大學,4142028,人力資源暨公共關係學系,N 職,M 碩士,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,07 彰化縣,1 一般
111,53,國立高雄科技大學,4199048,人力資源發展系,D 日,B 四技,252,49,203,18,48,6,54,10,49,15,51,0,0,0,0,0,0,0,1,50 高雄市,2 技職
111,53,國立高雄科技大學,4199048,人力資源發展系碩士在職專班,N 職,M 碩士,53,15,38,7,19,6,19,1,0,1,0,0,0,0,0,0,0,0,0,50 高雄市,2 技職
111,53,國立高雄科技大學,4199048,人力資源發展系碩士班,D 日,M 碩士,37,11,26,3,21,6,5,1,0,1,0,0,0,0,0,0,0,0,0,50 高雄市,2 技職
111,9,國立中山大學,4131028,人力資源管理全英語碩士學位學程,D 日,M 碩士,51,17,34,6,16,6,10,3,5,2,3,0,0,0,0,0,0,0,0,50 高雄市,1 一般
111,8,國立中央大學,4199027,人力資源管理研究所,D 日,D 博士,6,3,3,0,1,0,0,0,0,0,2,0,0,1,0,2,0,0,0,03 桃園市,1 一般
111,8,國立中央大學,4199027,人力資源管理研究所,D 日,M 碩士,48,9,39,2,18,7,19,0,2,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
111,8,國立中央大學,4199027,人力資源管理研究所,N 職,M 碩士,56,14,42,8,17,4,19,2,2,0,3,0,1,0,0,0,0,0,0,03 桃園市,1 一般
111,9,國立中山大學,4131028,人力資源管理研究所,D 日,D 博士,39,20,19,2,2,2,5,1,5,1,1,5,3,3,1,6,2,0,0,50 高雄市,1 一般
111,9,國立中山大學,4131028,人力資源管理研究所,D 日,M 碩士,81,10,71,4,27,1,28,4,10,1,6,0,0,0,0,0,0,0,0,50 高雄市,1 一般
111,9,國立中山大學,4131028,人力資源管理研究所,N 職,M 碩士,84,16,68,4,29,4,25,4,6,4,7,0,0,0,1,0,0,0,0,50 高雄市,1 一般
111,15,國立彰化師範大學,4131033,人力資源管理研究所,D 日,D 博士,28,18,10,2,3,3,1,2,2,4,1,2,1,2,2,3,0,0,0,07 彰化縣,3 師範
111,15,國立彰化師範大學,4131033,人力資源管理研究所,D 日,M 碩士,70,25,45,13,20,7,18,5,3,0,4,0,0,0,0,0,0,0,0,07 彰化縣,3 師範
111,15,國立彰化師範大學,4131033,人力資源管理研究所,N 職,M 碩士,86,22,64,11,16,3,24,5,14,2,7,1,2,0,1,0,0,0,0,07 彰化縣,3 師範
111,9,國立中山大學,4131028,人力資源管理研究所亞太人力資源管理碩士在職專班,N 職,M 碩士,62,11,51,0,18,7,17,0,10,2,2,0,2,2,2,0,0,0,0,50 高雄市,1 一般
111,1069,修平科技大學,4199015,人力資源管理與發展系,D 日,B 四技,134,64,70,15,15,11,13,11,18,21,22,0,0,0,0,0,0,6,2,06 臺中市,2 技職
111,1069,修平科技大學,4199015,人力資源管理與發展系碩士班,D 日,M 碩士,53,18,35,10,20,7,13,1,0,0,2,0,0,0,0,0,0,0,0,06 臺中市,2 技職
111,1019,高雄醫學大學,6132053,人工智慧健康產業應用碩士學位學程,D 日,M 碩士,6,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,50 高雄市,1 一般
111,1047,中臺科技大學,6131037,人工智慧健康管理系,D 日,B 四技,43,39,4,17,1,15,3,7,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,2 技職
111,1047,中臺科技大學,6131037,人工智慧健康管理系,N 修,B 四技,36,23,13,6,2,7,8,10,3,0,0,0,0,0,0,0,0,0,0,19 臺中市,2 技職
111,1048,亞洲大學,6111057,人工智慧博士學位學程,D 日,D 博士,16,14,2,5,1,6,0,1,1,2,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
111,8,國立中央大學,6133082,人工智慧國際碩士學位學程,D 日,M 碩士,8,5,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
111,1009,長庚大學,6131054,人工智慧學士學位學程,D 日,B 學士,82,53,29,23,9,14,13,16,7,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
111,1005,淡江大學,6131107,人工智慧學系,D 日,B 學士,165,122,43,80,30,42,13,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
111,1125,中信金融管理學院,6131033,人工智慧學系,D 日,B 學士,131,100,31,25,6,31,6,18,9,26,10,0,0,0,0,0,0,0,0,21 臺南市,1 一般
111,50,國立臺中科技大學,6132043,人工智慧應用工程學士學位學程,D 日,B 四技,83,59,24,34,15,25,9,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,2 技職
111,43,國立勤益科技大學,6132039,人工智慧應用工程系,D 日,B 四技,51,44,7,44,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,2 技職
111,1007,逢甲大學,6134115,人工智慧技術與應用學士學位學程,D 日,B 學士,105,73,32,33,21,40,11,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
111,7,國立陽明交通大學,7141099,人工智慧技術與應用碩士學位學程,D 日,M 碩士,76,61,15,23,2,14,9,22,4,2,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
111,1282,馬偕醫護管理專科學校,6199011,人工智慧暨醫療應用科,D 日,5 五專,98,44,54,17,35,27,19,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
111,1283,仁德醫護管理專科學校,6199022,人工智慧暨醫療應用科,D 日,5 五專,30,11,19,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05 苗栗縣,2 技職
111,5,國立成功大學,7141134,人工智慧機器人碩士學位學程,D 日,M 碩士,25,18,7,8,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
111,1009,長庚大學,6131054,人工智慧研究所,D 日,M 碩士,11,7,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
111,31,國立宜蘭大學,6131042,人工智慧碩士學位學程,D 日,M 碩士,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
111,5,國立成功大學,6131131,人工智慧科技碩士學位學程,D 日,M 碩士,42,38,4,15,1,19,3,4,0,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
111,25,國立臺北科技大學,6199077,人工智慧科技碩士學位學程,D 日,M 碩士,27,18,9,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
111,25,國立臺北科技大學,6131075,人工智慧與大數據高階管理雙聯碩士學位學程,N 職,M 碩士,79,46,33,21,15,18,15,7,3,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
111,21,國立暨南國際大學,6131053,人工智慧與機器人碩士學位學程,D 日,M 碩士,11,10,1,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,08 南投縣,1 一般
111,6,國立中興大學,6132100,人工智慧與資料科學碩士在職學位學程,N 職,M 碩士,67,49,18,21,6,18,8,9,3,1,1,0,0,0,0,0,0,0,0,19 臺中市,1 一般
111,1002,輔仁大學,6131098,人工智慧與資訊安全學士學位學程,D 日,B 學士,54,35,19,23,13,12,6,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
111,22,國立臺灣科技大學,6132043,人工智慧跨域科技研究所,D 日,D 博士,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
111,22,國立臺灣科技大學,6132043,人工智慧跨域科技研究所,D 日,M 碩士,29,24,5,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
111,31,國立宜蘭大學,4199006,人文及管理學院高階經營管理碩士在職專班,N 職,M 碩士,50,33,17,14,9,15,7,2,1,2,0,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
111,30,國立臺東大學,2222043,人文學院南島文化研究博士班,D 日,D 博士,3,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 臺東縣,1 一般
111,9,國立中山大學,99999071,人文暨科技跨領域學士學位學程,D 日,B 學士,87,34,53,14,18,12,15,7,18,1,1,0,0,0,0,0,0,0,1,50 高雄市,1 一般
111,1007,逢甲大學,2299105,人文社會學士學位學程,D 日,B 學士,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19 臺中市,1 一般
111,7,國立陽明交通大學,2299008,人文社會學系,D 日,B 學士,189,65,124,17,35,16,26,18,19,9,36,0,0,0,0,0,0,5,8,18 新竹市,1 一般
111,7,國立陽明交通大學,2299008,人文社會學系族群與文化碩士班,D 日,M 碩士,28,7,21,1,7,2,3,2,6,2,5,0,0,0,0,0,0,0,0,18 新竹市,1 一般
111,1049,開南大學,4134013,人文社會學院公共事務碩士班,D 日,M 碩士,6,1,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
111,1049,開南大學,4134010,人文社會學院公共管理碩士在職專班,N 職,M 碩士,33,17,16,6,6,4,8,2,0,4,0,1,1,0,1,0,0,0,0,03 桃園市,1 一般
111,1049,開南大學,4134010,人文社會學院公共管理碩士在職專班碩士在職現役軍人營區專班,N 職,M 碩士,15,12,3,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
111,2,國立清華大學,2299010,人文社會學院學士班,D 日,B 學士,359,98,261,20,61,25,59,23,69,20,54,0,0,0,0,0,0,10,18,18 新竹市,1 一般
111,1049,開南大學,2311064,人文社會學院應用語言碩士班,D 日,M 碩士,14,4,10,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
111,1023,南臺科技大學,1111065,人文社會學院教育經營碩士在職專班,N 職,M 碩士,63,18,45,6,17,3,11,2,11,3,4,1,1,3,1,0,0,0,0,11 臺南市,2 技職
111,1023,南臺科技大學,1111065,人文社會學院教育經營碩士班,D 日,M 碩士,24,2,22,1,6,0,7,0,7,1,2,0,0,0,0,0,0,0,0,11 臺南市,2 技職
111,1049,開南大學,4211011,人文社會學院法律碩士在職專班,N 職,M 碩士,51,33,18,12,5,12,8,3,4,3,0,1,1,2,0,0,0,0,0,03 桃園市,1 一般
111,1010,元智大學,2299049,人文社會學院英語學士班,D 日,B 學士,131,32,99,5,17,11,23,7,24,7,26,0,0,0,0,0,0,2,9,03 桃園市,1 一般
111,1011,中華大學,2311057,人文社會學院進修學士班,P 進,B 學士,23,12,11,4,7,5,2,3,2,0,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
111,1002,輔仁大學,2299093,人文社會服務進修學士學位學程,P 進,B 學士,148,54,94,11,18,20,28,10,18,12,25,0,0,0,0,0,0,1,5,01 新北市,1 一般
111,20,國立東華大學,3191111,人文社會科學學院亞太區域研究博士班,D 日,D 博士,22,16,6,6,1,7,4,3,1,0,0,0,0,0,0,0,0,0,0,15 花蓮縣,1 一般
111,20,國立東華大學,2323110,人文社會科學學院華語文教學國際博士班,D 日,D 博士,6,2,4,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,15 花蓮縣,1 一般
111,20,國立東華大學,2323112,人文社會科學學院華語文教學暨書法國際碩士班,D 日,M 碩士,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 花蓮縣,1 一般
111,1004,中原大學,2299053,人文與教育學院學士學位學程,D 日,B 學士,54,37,17,0,0,5,0,10,7,12,5,0,0,0,0,0,0,10,5,03 桃園市,1 一般
111,20,國立東華大學,5211100,人文與環境碩士學位學程,D 日,M 碩士,6,2,4,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,15 花蓮縣,1 一般
111,1021,真理大學,2299013,人文與資訊學系,D 日,B 學士,113,33,80,3,19,5,19,15,20,6,20,0,0,0,0,0,0,4,2,01 新北市,1 一般
111,1058,明道大學,2122008,人文設計學院設計及規劃碩士班,D 日,M 碩士,21,6,15,0,6,3,4,2,3,0,1,0,0,1,1,0,0,0,0,07 彰化縣,1 一般
111,1003,東吳大學,3199013,人權碩士學位學程,D 日,M 碩士,22,8,14,2,2,3,4,2,3,1,5,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,2,國立清華大學,2222007,人類學研究所,D 日,D 博士,6,5,1,1,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,18 新竹市,1 一般
111,2,國立清華大學,2222007,人類學研究所,D 日,M 碩士,45,16,29,3,9,3,10,4,5,6,5,0,0,0,0,0,0,0,0,18 新竹市,1 一般
111,3,國立臺灣大學,2222013,人類學系,D 日,D 博士,14,8,6,1,1,3,0,0,1,2,1,0,0,1,1,1,2,0,0,30 臺北市,1 一般
111,3,國立臺灣大學,2222013,人類學系,D 日,M 碩士,32,13,19,3,3,5,1,3,4,2,11,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,3,國立臺灣大學,2222013,人類學系,D 日,B 學士,185,73,112,16,26,17,21,12,26,14,26,0,0,0,0,0,0,14,13,30 臺北市,1 一般
111,1026,樹德科技大學,99999045,人類性學研究所,D 日,D 博士,33,16,17,4,5,3,2,1,2,1,2,7,6,0,0,0,0,0,0,12 高雄市,2 技職
111,1026,樹德科技大學,99999045,人類性學研究所,D 日,M 碩士,55,11,44,2,19,8,10,0,11,1,4,0,0,0,0,0,0,0,0,12 高雄市,2 技職
111,1026,樹德科技大學,99999045,人類性學研究所,N 職,M 碩士,46,14,32,2,10,3,10,4,5,5,7,0,0,0,0,0,0,0,0,12 高雄市,2 技職
111,1026,樹德科技大學,99999045,人類性學研究所_境外專班,N 職,M 碩士,14,2,12,0,0,0,0,1,6,1,6,0,0,0,0,0,0,0,0,12 高雄市,2 技職
111,46,國立臺北護理健康大學,09199Y67,人類發展與健康學院_國際運動科學外國學生專班,D 日,M 碩士,4,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
111,4,國立臺灣師範大學,1141007,人類發展與家庭學系,D 日,D 博士,32,3,29,0,4,0,5,0,4,0,2,1,4,0,6,2,4,0,0,30 臺北市,3 師範
111,4,國立臺灣師範大學,1141007,人類發展與家庭學系,D 日,M 碩士,72,8,64,3,19,2,22,1,14,2,9,0,0,0,0,0,0,0,0,30 臺北市,3 師範
111,4,國立臺灣師範大學,1141007,人類發展與家庭學系,D 日,B 學士,293,39,254,7,67,13,56,9,57,5,60,0,0,0,0,0,0,5,14,30 臺北市,3 師範
111,4,國立臺灣師範大學,1141007,人類發展與家庭學系幼兒教育碩士在職專班,N 職,M 碩士,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30 臺北市,3 師範
111,1027,慈濟大學,3131008,人類發展與心理學系,D 日,M 碩士,49,14,35,4,9,2,8,6,6,2,12,0,0,0,0,0,0,0,0,15 花蓮縣,1 一般
111,1027,慈濟大學,3131008,人類發展與心理學系,D 日,B 學士,127,30,97,4,20,8,29,6,27,11,20,0,0,0,0,0,0,1,1,15 花蓮縣,1 一般
111,1028,臺北醫學大學,9199052,代謝與肥胖科學研究所,D 日,M 碩士,15,5,10,3,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
111,1054,景文科技大學,4131007,企業管理(學)系_企業經營管理國際學生產學合作專班,D 日,B 四技,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,01 新北市,2 技職
111,1,國立政治大學,4131060,企業管理學系,D 日,D 博士,55,31,24,3,7,7,6,5,1,3,3,4,2,6,2,3,3,0,0,30 臺北市,1 一般
111,1,國立政治大學,4131060,企業管理學系,D 日,B 學士,451,183,268,45,59,38,66,44,60,44,64,0,0,0,0,0,0,12,19,30 臺北市,1 一般
111,4,國立臺灣師範大學,4131051,企業管理學系,D 日,B 學士,242,78,164,18,39,21,43,18,36,17,39,0,0,0,0,0,0,4,7,30 臺北市,3 師範
111,5,國立成功大學,4131121,企業管理學系,D 日,D 博士,7,2,5,0,2,0,1,2,0,0,0,0,0,0,2,0,0,0,0,21 臺南市,1 一般
111,5,國立成功大學,4131121,企業管理學系,D 日,M 碩士,130,46,84,20,33,20,35,4,12,2,4,0,0,0,0,0,0,0,0,21 臺南市,1 一般
111,5,國立成功大學,4131121,企業管理學系,D 日,B 學士,230,83,147,22,39,13,41,19,26,28,34,0,0,0,0,0,0,1,7,21 臺南市,1 一般
111,5,國立成功大學,4131121,企業管理學系,N 職,M 碩士,87,31,56,8,31,18,18,2,4,3,1,0,2,0,0,0,0,0,0,21 臺南市,1 一般
111,6,國立中興大學,4131016,企業管理學系,D 日,D 博士,36,18,18,1,5,4,4,4,4,3,2,2,0,0,2,4,1,0,0,19 臺中市,1 一般
111,6,國立中興大學,4131016,企業管理學系,D 日,M 碩士,75,27,48,8,23,15,23,2,1,2,1,0,0,0,0,0,0,0,0,19 臺中市,1 一般
111,6,國立中興大學,4131016,企業管理學系,D 日,B 學士,251,113,138,24,38,20,38,27,31,37,31,0,0,0,0,0,0,5,0,19 臺中市,1 一般
111,8,國立中央大學,4131023,企業管理學系,D 日,D 博士,76,39,37,9,6,4,10,8,7,7,5,2,3,5,3,4,3,0,0,03 桃園市,1 一般
111,8,國立中央大學,4131023,企業管理學系,D 日,M 碩士,128,53,75,21,37,27,31,2,5,3,1,0,1,0,0,0,0,0,0,03 桃園市,1 一般
111,8,國立中央大學,4131023,企業管理學系,D 日,B 學士,396,180,216,47,62,40,53,44,47,44,47,0,0,0,0,0,0,5,7,03 桃園市,1 一般
111,8,國立中央大學,4131023,企業管理學系,N 職,M 碩士,80,33,47,8,19,13,17,7,9,4,2,1,0,0,0,0,0,0,0,03 桃園市,1 一般
111,9,國立中山大學,4131021,企業管理學系,D 日,D 博士,78,53,25,10,3,12,4,6,5,6,3,11,5,5,1,3,4,0,0,50 高雄市,1 一般
111,9,國立中山大學,4131021,企業管理學系,D 日,B 學士,372,137,235,32,48,28,58,35,48,31,62,0,0,0,0,0,0,11,19,50 高雄市,1 一般
111,13,國立中正大學,4131033,企業管理學系,D 日,D 博士,45,31,14,2,2,2,4,4,3,8,1,3,2,7,1,5,1,0,0,10 嘉義縣,1 一般
111,13,國立中正大學,4131033,企業管理學系,D 日,M 碩士,86,26,60,6,28,17,26,2,3,1,3,0,0,0,0,0,0,0,0,10 嘉義縣,1 一般
111,13,國立中正大學,4131033,企業管理學系,D 日,B 學士,319,130,189,33,51,37,44,29,45,27,46,0,0,0,0,0,0,4,3,10 嘉義縣,1 一般
111,13,國立中正大學,4131033,企業管理學系,N 職,M 碩士,84,31,53,16,25,15,25,0,1,0,2,0,0,0,0,0,0,0,0,10 嘉義縣,1 一般
111,15,國立彰化師範大學,4131029,企業管理學系,D 日,M 碩士,55,23,32,12,12,8,18,2,2,1,0,0,0,0,0,0,0,0,0,07 彰化縣,3 師範
111,15,國立彰化師範大學,4131029,企業管理學系,D 日,B 學士,212,91,121,24,27,21,31,22,29,18,29,0,0,0,0,0,0,6,5,07 彰化縣,3 師範
111,17,國立臺北大學,4131018,企業管理學系,D 日,D 博士,76,49,27,10,2,8,5,10,4,8,7,8,3,3,3,2,3,0,0,01 新北市,1 一般
111,17,國立臺北大學,4131018,企業管理學系,D 日,M 碩士,221,88,133,45,57,34,65,6,6,3,4,0,1,0,0,0,0,0,0,01 新北市,1 一般
111,17,國立臺北大學,4131018,企業管理學系,D 日,B 學士,529,202,327,39,83,47,80,53,75,54,74,0,0,0,0,0,0,9,15,01 新北市,1 一般
111,17,國立臺北大學,4131018,企業管理學系,N 職,M 碩士,59,30,29,13,14,17,14,0,1,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
111,17,國立臺北大學,4131018,企業管理學系,P 進,B 學士,327,135,192,43,43,27,49,31,41,25,48,0,0,0,0,0,0,9,11,01 新北市,1 一般
111,18,國立嘉義大學,4131038,企業管理學系,D 日,D 博士,34,24,10,5,1,5,1,4,2,4,1,4,1,2,2,0,2,0,0,20 嘉義市,1 一般
111,18,國立嘉義大學,4131038,企業管理學系,D 日,M 碩士,47,17,30,7,15,8,9,1,6,1,0,0,0,0,0,0,0,0,0,20 嘉義市,1 一般
111,18,國立嘉義大學,4131038,企業管理學系,D 日,B 學士,220,100,120,33,31,23,28,28,26,15,34,0,0,0,0,0,0,1,1,20 嘉義市,1 一般
111,18,國立嘉義大學,4131038,企業管理學系,P 進,B 學士,177,77,100,22,22,16,25,17,23,16,21,0,0,0,0,0,0,6,9,20 嘉義市,1 一般
111,20,國立東華大學,4131059,企業管理學系,D 日,D 博士,46,28,18,4,3,5,3,4,3,6,3,4,3,0,1,5,2,0,0,15 花蓮縣,1 一般
111,20,國立東華大學,4131059,企業管理學系,D 日,M 碩士,60,26,34,9,18,11,10,4,3,2,3,0,0,0,0,0,0,0,0,15 花蓮縣,1 一般
111,20,國立東華大學,4131059,企業管理學系,D 日,B 學士,230,113,117,32,29,25,30,24,28,29,25,0,0,0,0,0,0,3,5,15 花蓮縣,1 一般
111,20,國立東華大學,4131059,企業管理學系,N 職,M 碩士,50,29,21,11,4,7,10,5,4,2,1,3,1,1,1,0,0,0,0,15 花蓮縣,1 一般
111,48,國立金門大學,4131009,企業管理學系,D 日,M 碩士,39,19,20,11,12,6,8,2,0,0,0,0,0,0,0,0,0,0,0,71 金門縣,1 一般
111,48,國立金門大學,4131009,企業管理學系,D 日,B 學士,347,149,198,34,52,30,57,37,40,34,43,0,0,0,0,0,0,14,6,71 金門縣,1 一般
111,48,國立金門大學,4131009,企業管理學系,P 進,B 學士,153,92,61,26,20,19,13,20,12,21,11,0,0,0,0,0,0,6,5,71 金門縣,1 一般
111,52,國立屏東大學,4131039,企業管理學系,D 日,M 碩士,20,7,13,4,4,2,5,1,3,0,1,0,0,0,0,0,0,0,0,13 屏東縣,1 一般
111,52,國立屏東大學,4131039,企業管理學系,D 日,B 學士,244,72,172,17,39,23,43,16,41,15,48,0,0,0,0,0,0,1,1,13 屏東縣,1 一般
111,52,國立屏東大學,4131039,企業管理學系,N 職,M 碩士,23,12,11,6,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,13 屏東縣,1 一般
111,52,國立屏東大學,4131039,企業管理學系,P 進,B 學士,161,85,76,25,14,23,19,22,22,9,13,0,0,0,0,0,0,6,8,13 屏東縣,1 一般
111,1001,東海大學,4131019,企業管理學系,D 日,M 碩士,65,30,35,12,16,14,14,1,4,1,1,2,0,0,0,0,0,0,0,19 臺中市,1 一般
111,1001,東海大學,4131019,企業管理學系,D 日,B 學士,683,274,409,67,83,55,115,63,106,70,88,0,0,0,0,0,0,19,17,19 臺中市,1 一般
111,1002,輔仁大學,4131015,企業管理學系,D 日,B 學士,791,325,466,75,114,78,120,82,125,74,99,0,0,0,0,0,0,16,8,01 新北市,1 一般
111,1003,東吳大學,4131016,企業管理學系,D 日,M 碩士,123,48,75,16,37,20,26,7,3,5,9,0,0,0,0,0,0,0,0,30 臺北市,1 一般
