學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
0009,國立中山大學,02311006,外國語文學系,D 日,D 博士,9,4,5,1,2,1,-,1,-,-,1,-,1,1,1,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,02311006,外國語文學系,D 日,M 碩士,40,13,27,5,11,3,5,3,6,2,5,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,02311006,外國語文學系,D 日,B 學士,240,83,157,20,34,27,32,14,39,12,37,-,-,-,-,-,-,10,15,50 高雄市,1 一般
0009,國立中山大學,02322005,中國文學系,D 日,D 博士,24,12,12,1,3,1,2,2,1,3,1,-,1,3,3,2,1,-,-,50 高雄市,1 一般
0009,國立中山大學,02322005,中國文學系,D 日,M 碩士,51,24,27,6,4,1,8,8,6,9,9,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,02322005,中國文學系,D 日,B 學士,193,57,136,17,34,10,38,13,30,16,25,-,-,-,-,-,-,1,9,50 高雄市,1 一般
0009,國立中山大學,02322005,中國文學系(暑期專班)碩士班,N 職,M 碩士,1,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,03111009,經濟學研究所,D 日,M 碩士,58,29,29,11,17,14,12,3,-,1,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,03111009,經濟學研究所,N 職,M 碩士,22,13,9,1,3,3,2,5,2,2,1,2,1,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,03121011,政治學研究所,D 日,D 博士,27,21,6,4,-,3,1,5,-,4,2,3,2,1,1,1,-,-,-,50 高雄市,1 一般
0009,國立中山大學,03121011,政治學研究所,D 日,M 碩士,50,26,24,13,9,4,9,6,3,3,3,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,03121011,政治學研究所,N 職,M 碩士,30,15,15,3,3,-,2,5,2,2,3,3,3,2,2,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,03121027,海洋事務研究所,D 日,M 碩士,30,16,14,6,8,7,4,1,1,2,1,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,03122019,亞太事務英語碩士學位學程,D 日,M 碩士,18,11,7,6,2,3,2,-,2,2,-,-,1,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,03141013,社會學系,D 日,M 碩士,31,9,22,5,6,2,5,1,8,1,3,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,03141013,社會學系,D 日,B 學士,146,79,67,19,19,21,9,14,16,22,14,-,-,-,-,-,-,3,9,50 高雄市,1 一般
0009,國立中山大學,03141013,社會學系原住民碩士在職專班,N 職,M 碩士,46,20,26,4,10,7,9,9,7,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,03143016,中國與亞太區域研究所,D 日,D 博士,65,44,21,9,3,4,3,11,2,4,3,4,2,4,2,8,6,-,-,50 高雄市,1 一般
0009,國立中山大學,03143016,中國與亞太區域研究所,D 日,M 碩士,61,38,23,16,10,11,8,6,2,5,3,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,03143016,中國與亞太區域研究所,N 職,M 碩士,44,31,13,8,5,5,2,6,3,4,-,8,2,-,1,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,04121024,財務管理學系,D 日,D 博士,19,11,8,2,3,1,1,3,2,2,1,1,1,2,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,04121024,財務管理學系,D 日,M 碩士,86,60,26,25,15,29,9,5,2,1,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,04121024,財務管理學系,D 日,B 學士,205,69,136,18,35,12,35,16,34,17,31,-,-,-,-,-,-,6,1,50 高雄市,1 一般
0009,國立中山大學,04121024,財務管理學系,N 職,M 碩士,66,35,31,16,12,9,15,4,2,6,2,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,04121C01,金融創新產業碩士專班,D 日,M 碩士,28,16,12,7,5,8,7,1,-,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,04131021,企業管理學系,D 日,D 博士,81,55,26,12,4,8,5,8,3,11,7,9,3,5,2,2,2,-,-,50 高雄市,1 一般
0009,國立中山大學,04131021,企業管理學系醫務管理博士班,D 日,D 博士,11,8,3,3,-,2,1,1,1,2,1,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,04131021,企業管理學系企業管理碩士班,D 日,M 碩士,210,89,121,36,48,31,44,14,28,8,1,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,04131021,企業管理學系醫務管理碩士班,D 日,M 碩士,43,17,26,7,12,5,9,5,4,-,1,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,04131021,企業管理學系,D 日,B 學士,374,139,235,31,59,36,50,33,62,32,53,-,-,-,-,-,-,7,11,50 高雄市,1 一般
0009,國立中山大學,04131022,管理學院國際經營管理碩士學程,D 日,M 碩士,127,56,71,27,32,12,26,14,9,3,3,-,1,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,04131028,人力資源管理研究所,D 日,D 博士,42,22,20,2,5,2,5,1,1,6,4,4,1,3,3,4,1,-,-,50 高雄市,1 一般
0009,國立中山大學,04131028,人力資源管理全英語碩士學位學程,D 日,M 碩士,53,22,31,9,11,7,9,4,9,2,2,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,04131028,人力資源管理研究所,D 日,M 碩士,77,13,64,1,30,7,21,4,9,1,3,-,1,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,04131028,人力資源管理研究所,N 職,M 碩士,79,17,62,4,27,8,21,5,11,-,2,-,1,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,04131028,人力資源管理研究所亞太人力資源管理碩士在職專班,N 職,M 碩士,59,13,46,7,17,1,15,2,7,1,1,2,3,-,3,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,04131077,社會創新研究所,D 日,M 碩士,11,3,8,3,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,04134010,政治經濟學系,D 日,B 學士,214,107,107,28,25,23,23,29,26,18,30,-,-,-,-,-,-,9,3,50 高雄市,1 一般
0009,國立中山大學,04134017,公共事務管理研究所,D 日,D 博士,16,8,8,2,2,3,2,-,-,1,3,2,1,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,04134017,公共事務管理研究所,D 日,M 碩士,40,15,25,4,9,3,8,5,5,3,3,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,04134017,公共事務管理研究所,N 職,M 碩士,88,38,50,13,15,11,14,9,8,2,9,1,3,2,1,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,04134018,社會科學院EMPP,N 職,M 碩士,27,13,14,3,-,4,4,4,6,1,1,-,2,1,-,-,1,-,-,50 高雄市,1 一般
0009,國立中山大學,04134073,行政管理現役軍人營區碩士在職專班,N 職,M 碩士,12,10,2,-,-,6,2,4,-,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,04199025,行銷傳播管理研究所,D 日,M 碩士,65,19,46,2,19,11,13,4,7,1,7,1,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,04199025,行銷傳播管理研究所,N 職,M 碩士,59,20,39,4,16,7,11,7,7,1,5,1,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,04199030,兩岸高階主管經營管理碩士在職專班,N 職,M 碩士,20,13,7,1,3,7,2,4,2,1,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,04199068,管理學院EMBA,N 職,M 碩士,226,135,91,66,49,67,41,2,1,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,05111033,生物科學系,D 日,D 博士,16,9,7,5,-,1,2,1,1,-,1,1,1,1,1,-,1,-,-,50 高雄市,1 一般
0009,國立中山大學,05111033,生物科學系,D 日,M 碩士,33,21,12,10,7,4,2,4,2,3,1,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,05111033,生物科學系,D 日,B 學士,191,120,71,31,17,30,13,26,23,25,15,-,-,-,-,-,-,8,3,50 高雄市,1 一般
0009,國立中山大學,05111033,生物科學系,N 職,M 碩士,25,8,17,5,5,-,4,1,3,1,2,1,-,-,3,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,05121035,生物醫學研究所,D 日,D 博士,42,25,17,7,6,4,3,5,2,3,3,3,1,2,-,1,2,-,-,50 高雄市,1 一般
0009,國立中山大學,05121035,生物醫學研究所,D 日,M 碩士,30,18,12,7,4,8,7,1,1,1,-,1,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,05121044,海洋生物科技暨資源學系,D 日,D 博士,31,22,9,2,1,7,4,5,2,3,-,3,1,1,1,1,-,-,-,50 高雄市,1 一般
0009,國立中山大學,05211079,海洋科學與科技全英語博士學位學程,D 日,D 博士,3,1,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,05311037,化學系,D 日,D 博士,22,15,7,5,3,2,1,1,-,2,-,3,1,2,1,-,1,-,-,50 高雄市,1 一般
0009,國立中山大學,05311037,化學系,D 日,M 碩士,135,73,62,44,29,21,26,6,7,2,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,05311037,化學系,D 日,B 學士,208,128,80,32,18,29,16,31,20,33,22,-,-,-,-,-,-,3,4,50 高雄市,1 一般
0009,國立中山大學,05323043,海洋生物科技博士學位學程,D 日,D 博士,13,10,3,1,1,3,-,1,-,3,-,1,1,-,1,1,-,-,-,50 高雄市,1 一般
0009,國立中山大學,05323044,海洋生物科技暨資源學系,D 日,M 碩士,38,19,19,8,10,6,6,5,2,-,1,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,05323044,海洋生物科技暨資源學系,D 日,B 學士,146,80,66,21,15,15,20,21,15,21,12,-,-,-,-,-,-,2,4,50 高雄市,1 一般
0009,國立中山大學,05323047,海洋科學系,D 日,D 博士,16,14,2,2,2,3,-,3,-,2,-,2,-,1,-,1,-,-,-,50 高雄市,1 一般
0009,國立中山大學,05323047,海洋科學系,D 日,M 碩士,44,24,20,12,7,5,8,6,3,1,2,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,05323047,海洋科學系,D 日,B 學士,128,78,50,18,13,20,9,19,10,17,13,-,-,-,-,-,-,4,5,50 高雄市,1 一般
0009,國立中山大學,05323075,海洋生態與保育研究所,D 日,M 碩士,17,5,12,4,10,1,2,-,-,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,05331038,物理學系,D 日,D 博士,48,37,11,12,2,5,5,7,1,5,2,4,1,4,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,05331038,物理學系,D 日,M 碩士,62,53,9,21,4,18,5,9,-,5,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,05331038,物理學系,D 日,B 學士,202,158,44,38,15,34,12,35,10,41,7,-,-,-,-,-,-,10,-,50 高雄市,1 一般
0009,國立中山大學,05399070,理學國際博士學位學程,D 日,D 博士,18,9,9,2,3,1,3,4,3,1,-,1,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,05411051,應用數學系,D 日,D 博士,5,4,1,1,1,1,-,-,-,1,-,-,-,1,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,05411051,應用數學系,D 日,M 碩士,60,41,19,18,12,19,6,2,1,2,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,05411051,應用數學系,D 日,B 學士,211,171,40,42,9,41,8,36,16,39,7,-,-,-,-,-,-,13,-,50 高雄市,1 一般
0009,國立中山大學,06111055,資訊工程學系,D 日,D 博士,21,17,4,4,1,6,-,4,1,1,-,1,2,-,-,1,-,-,-,50 高雄市,1 一般
0009,國立中山大學,06111055,資訊工程學系資訊安全博士班,D 日,D 博士,4,4,-,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,06111055,資訊工程學系,D 日,M 碩士,256,210,46,87,18,79,15,30,11,14,2,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,06111055,資訊工程學系資訊安全碩士班,D 日,M 碩士,44,34,10,14,3,14,7,6,-,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,06111055,資訊工程學系,D 日,B 學士,237,192,45,47,12,50,12,46,8,41,10,-,-,-,-,-,-,8,3,50 高雄市,1 一般
0009,國立中山大學,06131052,資訊管理學系,D 日,D 博士,29,17,12,4,2,3,2,-,3,4,2,1,2,3,-,2,1,-,-,50 高雄市,1 一般
0009,國立中山大學,06131052,資訊管理學系,D 日,M 碩士,113,67,46,33,19,27,26,4,1,3,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,06131052,資訊管理學系,D 日,B 學士,215,114,101,27,29,35,22,16,27,33,23,-,-,-,-,-,-,3,-,50 高雄市,1 一般
0009,國立中山大學,06131052,資訊管理學系,N 職,M 碩士,93,63,30,12,15,26,7,17,2,5,3,2,2,1,1,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,06131069,電子商務與商業分析數位學習碩士在職專班,N 職,M 碩士,78,42,36,16,12,16,14,7,7,2,3,1,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,07112063,材料與光電科學學系,D 日,D 博士,23,17,6,4,-,3,3,3,2,2,1,3,-,2,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,07112063,材料與光電科學學系,D 日,M 碩士,116,79,37,32,23,39,12,5,2,3,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,07112063,材料與光電科學學系前瞻應用材料碩士班,D 日,M 碩士,22,13,9,4,3,6,5,3,1,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,07112063,材料與光電科學學系,D 日,B 學士,211,158,53,34,18,39,11,41,13,42,9,-,-,-,-,-,-,2,2,50 高雄市,1 一般
0009,國立中山大學,07121064,環境工程研究所,D 日,D 博士,32,24,8,4,2,7,2,5,1,4,1,1,-,2,1,1,1,-,-,50 高雄市,1 一般
0009,國立中山大學,07121064,環境工程研究所,D 日,M 碩士,50,36,14,21,7,15,7,-,-,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,07121064,環境工程研究所,N 職,M 碩士,53,32,21,15,9,13,11,1,1,3,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,07122065,海洋環境及工程學系,D 日,D 博士,25,20,5,1,2,5,-,4,-,-,-,4,-,3,-,3,3,-,-,50 高雄市,1 一般
0009,國立中山大學,07122065,海洋環境及工程學系,D 日,M 碩士,63,44,19,18,9,12,5,10,5,3,-,1,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,07122065,海洋環境及工程學系離岸風電海事工程碩士班,D 日,M 碩士,5,2,3,2,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,07122065,海洋環境及工程學系,D 日,B 學士,172,130,42,36,9,25,7,25,13,32,11,-,-,-,-,-,-,12,2,50 高雄市,1 一般
0009,國立中山大學,07141053,電機工程學系,D 日,D 博士,33,28,5,6,-,3,3,1,1,6,-,4,1,3,-,5,-,-,-,50 高雄市,1 一般
0009,國立中山大學,07141053,電機工程學系,D 日,M 碩士,382,335,47,154,27,123,14,47,5,11,1,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,07141053,電機工程學系,D 日,B 學士,479,398,81,99,22,93,24,94,20,92,15,-,-,-,-,-,-,20,-,50 高雄市,1 一般
0009,國立中山大學,07141054,光電工程學系,D 日,D 博士,21,18,3,2,-,3,-,3,1,3,1,2,1,2,-,3,-,-,-,50 高雄市,1 一般
0009,國立中山大學,07141054,光電工程學系,D 日,M 碩士,109,90,19,40,9,33,6,12,3,5,1,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,07141054,光電工程學系,D 日,B 學士,182,146,36,44,5,37,8,28,15,34,8,-,-,-,-,-,-,3,-,50 高雄市,1 一般
0009,國立中山大學,07141056,電信工程國際碩士學位學程,D 日,M 碩士,9,6,3,5,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,07141057,通訊工程研究所,D 日,D 博士,14,8,6,1,4,3,1,2,-,-,1,2,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,07141057,通訊工程研究所,D 日,M 碩士,61,56,5,29,3,26,2,1,-,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,07141058,電機電力工程國際碩士學位學程,D 日,M 碩士,10,7,3,4,2,1,1,2,-,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,07151059,海下科技研究所,D 日,M 碩士,21,17,4,4,2,7,2,6,-,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,07151061,機械與機電工程學系,D 日,D 博士,32,24,8,5,1,6,1,4,2,1,1,2,3,3,-,3,-,-,-,50 高雄市,1 一般
0009,國立中山大學,07151061,機械與機電工程學系,D 日,M 碩士,189,166,23,79,8,65,13,18,1,4,1,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,07151061,機械與機電工程學系,D 日,B 學士,438,373,65,95,15,81,14,83,18,89,17,-,-,-,-,-,-,25,1,50 高雄市,1 一般
0009,國立中山大學,07193067,醫學科技研究所,D 日,D 博士,11,4,7,2,3,2,4,-,-,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,07193067,醫學科技研究所,D 日,M 碩士,46,22,24,7,9,9,9,3,5,3,1,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,09141076,精準醫學研究所,D 日,M 碩士,16,9,7,5,4,4,3,-,-,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,09161074,生技醫藥研究所,D 日,M 碩士,13,3,10,2,8,1,2,-,-,-,-,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0009,國立中山大學,99999071,人文暨科技跨領域學士學位學程,D 日,B 學士,58,22,36,12,15,9,19,1,1,-,1,-,-,-,-,-,-,-,-,50 高雄市,1 一般
0012,國立臺灣海洋大學,01111002,教育研究所,D 日,M 碩士,58,21,37,6,9,4,9,6,9,3,5,1,1,1,3,-,1,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,01111002,教育研究所,N 職,M 碩士,80,17,63,5,23,4,21,1,8,4,10,1,-,1,1,1,-,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,02122005,海洋文創設計產業學士學位學程,D 日,B 學士,132,36,96,7,25,12,20,7,25,8,24,-,-,-,-,-,-,2,2,17 基隆市,1 一般
0012,國立臺灣海洋大學,02299004,海洋文化研究所,D 日,M 碩士,27,15,12,4,4,2,3,6,3,1,-,-,2,1,-,1,-,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,02311003,應用英語研究所,D 日,M 碩士,30,6,24,2,6,2,6,1,4,-,4,1,2,-,2,-,-,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,03111006,應用經濟研究所,D 日,M 碩士,18,6,12,4,6,2,6,-,-,-,-,-,-,-,-,-,-,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,03121058,海洋政策碩士學位學程,D 日,M 碩士,12,8,4,-,2,4,1,3,-,1,1,-,-,-,-,-,-,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,04199055,海洋觀光管理學士學位學程,D 日,B 學士,192,87,105,20,18,24,20,21,30,14,33,-,-,-,-,-,-,8,4,17 基隆市,1 一般
0012,國立臺灣海洋大學,04199056,海洋經營管理學士學位學程,D 日,B 學士,116,61,55,16,15,11,16,11,11,15,12,-,-,-,-,-,-,8,1,17 基隆市,1 一般
0012,國立臺灣海洋大學,04212009,海洋法律研究所,D 日,D 博士,26,21,5,3,-,4,-,5,1,5,2,-,2,1,-,3,-,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,04212009,海洋法律研究所,D 日,M 碩士,58,32,26,5,7,14,7,10,4,-,4,3,2,-,1,-,1,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,04212009,海洋法律研究所,N 職,M 碩士,58,40,18,12,5,10,7,7,1,4,2,3,2,4,-,-,1,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,04212010,海洋法政學士學位學程,D 日,B 學士,147,77,70,16,19,21,13,20,19,17,17,-,-,-,-,-,-,3,2,17 基隆市,1 一般
0012,國立臺灣海洋大學,05121014,生命科學暨生物科技學系,D 日,D 博士,17,13,4,2,2,2,-,1,1,2,-,-,-,2,-,4,1,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,05121014,生命科學暨生物科技學系,D 日,M 碩士,34,15,19,5,9,5,8,5,2,-,-,-,-,-,-,-,-,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,05121014,生命科學暨生物科技學系,D 日,B 學士,189,111,78,28,19,19,22,19,21,31,15,-,-,-,-,-,-,14,1,17 基隆市,1 一般
0012,國立臺灣海洋大學,05121018,海洋生物科技博士學位學程,D 日,D 博士,9,6,3,1,1,1,-,1,2,2,-,1,-,-,-,-,-,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,05121018,海洋生物科技學士學位學程,D 日,B 學士,128,62,66,11,24,18,17,13,12,12,11,-,-,-,-,-,-,8,2,17 基隆市,1 一般
0012,國立臺灣海洋大學,05211008,海洋事務與資源管理研究所,D 日,M 碩士,17,11,6,5,3,4,1,-,1,-,-,1,1,1,-,-,-,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,05321057,地球科學研究所,D 日,D 博士,12,10,2,1,2,2,-,1,-,2,-,1,-,1,-,2,-,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,05321057,地球科學研究所,D 日,M 碩士,20,14,6,3,3,7,2,3,1,1,-,-,-,-,-,-,-,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,05323017,海洋生物研究所,D 日,D 博士,21,8,13,1,3,1,3,3,3,1,1,-,1,-,-,2,2,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,05323017,海洋生物研究所,D 日,M 碩士,38,25,13,7,8,11,5,4,-,1,-,2,-,-,-,-,-,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,05323020,海洋環境資訊系,D 日,D 博士,7,5,2,-,-,1,-,1,-,2,1,1,-,-,-,-,1,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,05323020,海洋環境資訊系,D 日,M 碩士,21,12,9,2,5,9,3,1,-,-,1,-,-,-,-,-,-,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,05323020,海洋環境資訊系,D 日,B 學士,165,114,51,35,14,32,12,29,8,15,16,-,-,-,-,-,-,3,1,17 基隆市,1 一般
0012,國立臺灣海洋大學,05323020,海洋環境資訊系,N 職,M 碩士,17,11,6,4,5,3,1,2,-,1,-,-,-,1,-,-,-,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,05323022,海洋環境與生態研究所,D 日,M 碩士,14,9,5,5,5,1,-,3,-,-,-,-,-,-,-,-,-,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,05323023,海洋資源與環境變遷博士學位學程,D 日,D 博士,5,4,1,1,-,1,-,1,1,-,-,-,-,1,-,-,-,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,06131028,資訊工程學系,D 日,D 博士,10,6,4,-,-,3,1,-,3,1,-,1,-,-,-,1,-,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,06131028,資訊工程學系,D 日,M 碩士,138,116,22,42,10,45,4,18,6,7,1,2,1,1,-,1,-,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,06131028,資訊工程學系,D 日,B 學士,505,392,113,92,30,93,24,90,30,86,26,-,-,-,-,-,-,31,3,17 基隆市,1 一般
0012,國立臺灣海洋大學,06131028,資訊工程學系,N 職,M 碩士,43,37,6,15,5,14,-,6,1,2,-,-,-,-,-,-,-,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,07122040,河海工程學系,D 日,D 博士,35,29,6,5,2,3,1,5,1,5,-,6,1,1,-,4,1,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,07122040,河海工程學系,D 日,M 碩士,67,52,15,27,9,19,5,5,-,-,1,1,-,-,-,-,-,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,07122040,河海工程學系,D 日,B 學士,312,253,59,73,13,58,15,64,17,49,14,-,-,-,-,-,-,9,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,07122040,河海工程學系,N 職,M 碩士,56,41,15,18,5,13,9,5,1,-,-,3,-,2,-,-,-,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,07122041,海洋工程科技博士學位學程,D 日,D 博士,6,3,3,-,-,-,-,1,2,1,1,1,-,-,-,-,-,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,07122041,海洋工程科技學士學位學程,D 日,B 學士,98,80,18,20,11,19,1,22,2,13,4,-,-,-,-,-,-,6,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,07141025,電機工程學系,D 日,D 博士,20,16,4,3,-,4,1,2,-,2,1,1,1,2,-,2,1,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,07141025,電機工程學系,D 日,M 碩士,148,136,12,55,6,64,4,11,2,3,-,2,-,1,-,-,-,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,07141025,電機工程學系,D 日,B 學士,421,355,66,89,15,79,21,84,16,86,13,-,-,-,-,-,-,17,1,17 基隆市,1 一般
0012,國立臺灣海洋大學,07141025,電機工程學系,N 職,M 碩士,53,50,3,24,3,16,-,7,-,-,-,2,-,-,-,1,-,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,07141027,光電與材料科技學系,D 日,D 博士,2,2,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,07141027,光電與材料科技學系,D 日,M 碩士,61,51,10,20,6,23,3,4,-,4,-,-,-,-,-,-,1,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,07141027,光電與材料科技學系,D 日,B 學士,125,94,31,30,6,21,5,22,11,21,9,-,-,-,-,-,-,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,07141027,光電與材料科技學士學位學程,D 日,B 學士,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,07141030,通訊與導航工程學系,D 日,M 碩士,51,48,3,21,2,9,1,12,-,5,-,1,-,-,-,-,-,-,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,07141030,通訊與導航工程學系,D 日,B 學士,217,173,44,50,7,43,12,38,11,39,14,-,-,-,-,-,-,3,-,17 基隆市,1 一般
0012,國立臺灣海洋大學,07151036,機械與機電工程學系,D 日,D 博士,4,4,-,1,-,1,-,-,-,1,-,1,-,-,-,-,-,-,-,17 基隆市,1 一般
