"學年度","細學類","細學類名稱","科系名稱","日間∕進修別","等級別","總計","男生計","女生計","一年級男生","一年級女生","二年級男生","二年級女生","三年級男生","三年級女生","四年級男生","四年級女生","五年級男生","五年級女生","六年級男生","六年級女生","七年級男生","七年級女生","延修生男生","延修生女生"
111,04131,企業管理細學類,國際企業管理系碩士班,D 日,M 碩士,13,3,10,2,6,1,1,0,3,0,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,國際企業管理系碩士班,N 職,M 碩士,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,國際企業管理碩士學位學程,D 日,M 碩士,53,27,26,22,17,4,7,0,1,1,1,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,國際企業管理碩士學位學程(IMBA),D 日,M 碩士,21,7,14,2,5,4,8,0,1,1,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,國際企業管理學系,D 日,D 博士,89,42,47,7,6,2,9,4,5,5,7,6,5,5,5,13,10,0,0
111,04131,企業管理細學類,國際企業管理學系,D 日,M 碩士,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,國際企業管理學系,D 日,M 碩士,45,23,22,11,11,4,6,3,2,3,1,1,1,1,1,0,0,0,0
111,04131,企業管理細學類,國際企業管理學系,D 日,B 學士,639,333,306,63,53,68,88,77,77,73,60,0,0,0,0,0,0,52,28
111,04131,企業管理細學類,國際企業管理學系,D 日,B 學士,174,60,114,11,23,7,26,20,32,18,29,0,0,0,0,0,0,4,4
111,04131,企業管理細學類,國際企業管理學系,D 日,B 學士,62,31,31,0,0,5,10,10,8,12,9,0,0,0,0,0,0,4,4
111,04131,企業管理細學類,國際企業管理學系,N 職,M 碩士,76,27,49,5,12,6,12,3,11,3,5,8,5,2,4,0,0,0,0
111,04131,企業管理細學類,國際企業管理學系,N 修,C 二技,153,48,105,0,0,0,0,18,31,24,56,3,16,0,0,0,0,3,2
111,04131,企業管理細學類,國際企業管理學系,P 進,B 學士,5,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,國際企業管理學系,P 進,B 學士,51,26,25,0,0,4,5,8,10,8,5,0,0,0,0,0,0,6,5
111,04131,企業管理細學類,國際企業與貿易學士學位學程,D 日,B 學士,574,220,354,48,59,43,70,55,101,58,92,0,0,0,0,0,0,16,32
111,04131,企業管理細學類,國際企業學系,D 日,D 博士,41,22,19,6,5,3,4,4,1,3,1,2,3,2,1,2,4,0,0
111,04131,企業管理細學類,國際企業學系,D 日,M 碩士,17,5,12,2,6,2,5,0,1,1,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,國際企業學系,D 日,M 碩士,25,12,13,11,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,國際企業學系,D 日,M 碩士,60,21,39,9,24,9,12,2,1,1,2,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,國際企業學系,D 日,M 碩士,50,17,33,8,15,7,15,1,1,1,2,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,國際企業學系,D 日,M 碩士,141,51,90,22,41,24,42,5,7,0,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,國際企業學系,D 日,M 碩士,39,11,28,5,12,4,12,0,2,2,2,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,國際企業學系,D 日,M 碩士,41,13,28,5,11,6,16,1,1,1,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,國際企業學系,D 日,B 學士,233,80,153,18,34,16,42,19,26,18,40,0,0,0,0,0,0,9,11
111,04131,企業管理細學類,國際企業學系,D 日,B 學士,405,168,237,42,53,30,62,44,53,41,47,0,0,0,0,0,0,11,22
111,04131,企業管理細學類,國際企業學系,D 日,B 學士,274,112,162,34,36,23,44,28,39,24,32,0,0,0,0,0,0,3,11
111,04131,企業管理細學類,國際企業學系,D 日,B 學士,764,241,523,55,117,76,117,42,140,56,135,0,0,0,0,0,0,12,14
111,04131,企業管理細學類,國際企業學系,D 日,B 學士,188,92,96,25,24,21,28,24,17,14,25,0,0,0,0,0,0,8,2
111,04131,企業管理細學類,國際企業學系,D 日,B 學士,777,309,468,62,107,74,113,68,124,80,113,0,0,0,0,0,0,25,11
111,04131,企業管理細學類,國際企業學系,D 日,B 學士,681,200,481,41,114,44,122,51,120,51,117,0,0,0,0,0,0,13,8
111,04131,企業管理細學類,國際企業學系,D 日,B 學士,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
111,04131,企業管理細學類,國際企業學系,D 日,B 學士,198,94,104,22,18,23,18,25,24,23,37,0,0,0,0,0,0,1,7
111,04131,企業管理細學類,國際企業學系,D 日,B 學士,263,102,161,33,29,24,45,18,43,20,42,0,0,0,0,0,0,7,2
111,04131,企業管理細學類,國際企業學系,N 職,M 碩士,16,6,10,0,0,4,8,0,2,0,0,2,0,0,0,0,0,0,0
111,04131,企業管理細學類,國際企業學系,N 職,M 碩士,31,15,16,6,10,7,6,1,0,0,0,1,0,0,0,0,0,0,0
111,04131,企業管理細學類,國際企業學系,P 進,B 學士,102,45,57,7,7,17,19,12,13,9,16,0,0,0,0,0,0,0,2
111,04131,企業管理細學類,國際企業學系,P 進,B 學士,188,106,82,9,14,15,19,43,26,34,22,0,0,0,0,0,0,5,1
111,04131,企業管理細學類,國際企業學系國際企業創新管理碩士在職專班,N 職,M 碩士,35,15,20,6,9,8,10,1,1,0,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,國際企業學系國際行銷碩士在職專班,N 職,M 碩士,33,9,24,5,10,2,13,2,1,0,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,國際企業學系現役軍人營區進修學士班,P 進,B 學士,5,2,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,國際企業學系經營管理碩士在職專班,N 職,M 碩士,23,16,7,3,1,5,3,2,0,3,3,3,0,0,0,0,0,0,0
111,04131,企業管理細學類,國際服務產業管理學士學位學程,D 日,B 學士,44,15,29,8,9,0,8,7,12,0,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,國際商務學士學位學程,D 日,B 四技,68,21,47,2,3,3,14,7,12,8,13,0,0,0,0,0,0,1,5
111,04131,企業管理細學類,國際商業管理碩士學位學程,D 日,M 碩士,14,7,7,3,3,2,2,1,0,1,2,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,國際專業管理碩士班,D 日,M 碩士,70,35,35,19,19,16,16,0,0,0,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,國際創業與經營管理碩士學位學程,N 職,M 碩士,43,21,22,14,11,6,11,1,0,0,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,國際經營管理全英語學士學位學程,D 日,B 學士,35,11,24,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,國際經營管理研究所(IMBA),D 日,D 博士,14,10,4,6,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0
111,04131,企業管理細學類,國際經營管理研究所(IMBA),D 日,M 碩士,62,25,37,16,21,5,14,2,2,2,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,國際經營管理研究所(IMBA),N 職,M 碩士,81,36,45,8,17,8,8,5,5,9,10,5,5,1,0,0,0,0,0
111,04131,企業管理細學類,國際經營管理英語碩士學位學程,D 日,M 碩士,131,65,66,21,30,31,18,12,11,1,6,0,1,0,0,0,0,0,0
111,04131,企業管理細學類,國際經營管理碩士學位學程,D 日,M 碩士,54,26,28,12,13,11,14,3,0,0,1,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,國際經營管理碩士學位學程,D 日,M 碩士,13,6,7,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,國際管理碩士學位學程,D 日,M 碩士,69,22,47,6,13,12,30,3,4,1,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,國際管理學士學位學程,D 日,B 四技,101,31,70,5,18,8,13,7,13,10,21,0,0,0,0,0,0,1,5
111,04131,企業管理細學類,國際學院工商管理學士學位學程泰國境外專班,D 日,B 學士,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,國際學院國際經營管理學位學程,D 日,B 學士,268,108,160,26,46,27,40,28,38,23,34,0,0,0,0,0,0,4,2
111,04131,企業管理細學類,產業經營專業博士學位學程,D 日,D 博士,13,11,2,4,0,3,1,3,0,1,0,0,1,0,0,0,0,0,0
111,04131,企業管理細學類,產業經營管理研究所,D 日,M 碩士,77,31,46,13,13,16,28,2,3,0,2,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,創新國際學院學士班,D 日,B 學士,115,42,73,15,38,15,22,12,13,0,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,創新產業經營學士學位學程,P 進,B 學士,180,114,66,26,24,26,15,28,15,24,10,7,2,0,0,0,0,3,0
111,04131,企業管理細學類,創新管理暨智慧企業產業碩士專班,D 日,M 碩士,13,8,5,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,創新與創業管理碩士學位學程,D 日,M 碩士,11,2,9,0,4,1,3,0,0,1,2,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,創新與創業管理碩士學位學程,D 日,M 碩士,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,創業管理碩士學位學程,D 日,M 碩士,21,12,9,5,4,3,1,2,4,2,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,智慧健康先進管理技術博士學位學程,D 日,D 博士,10,5,5,1,4,2,0,1,1,1,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,智慧商務系碩士在職專班,N 職,M 碩士,66,34,32,11,14,15,16,4,2,2,0,1,0,1,0,0,0,0,0
111,04131,企業管理細學類,新興產業策略與發展博士學位學程,D 日,D 博士,86,45,41,8,13,9,5,6,7,5,7,6,3,4,3,7,3,0,0
111,04131,企業管理細學類,新興產業策略與發展碩士學位學程,D 日,M 碩士,21,12,9,4,5,5,3,1,0,2,1,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,經營管理系,D 日,B 四技,245,66,179,18,42,14,46,15,44,17,44,0,0,0,0,0,0,2,3
111,04131,企業管理細學類,經營管理系,D 日,B 四技,371,100,271,17,64,28,70,28,73,23,62,0,0,0,0,0,0,4,2
111,04131,企業管理細學類,經營管理系,D 日,B 四技,102,37,65,11,18,13,12,5,6,5,22,0,0,0,0,0,0,3,7
111,04131,企業管理細學類,經營管理系,N 修,B 四技,34,17,17,4,6,10,6,0,0,3,5,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,經營管理系_香港二技專班,D 日,C 二技,6,2,4,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,經營管理系碩士在職專班,N 職,M 碩士,32,10,22,2,12,7,8,1,1,0,1,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,經營管理系碩士班,D 日,M 碩士,32,13,19,6,9,4,5,2,5,1,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,經營管理系碩士班,D 日,M 碩士,123,48,75,23,28,21,33,4,11,0,3,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,經營管理研究所,D 日,D 博士,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
111,04131,企業管理細學類,經營管理研究所,D 日,D 博士,25,12,13,2,2,2,2,1,1,1,2,2,1,0,1,4,4,0,0
111,04131,企業管理細學類,經營管理研究所,D 日,M 碩士,34,15,19,7,10,7,6,1,3,0,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,經營管理研究所,D 日,M 碩士,26,9,17,4,9,5,8,0,0,0,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,經營管理研究所,D 日,M 碩士,124,48,76,20,41,22,28,3,7,3,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,經營管理研究所,N 職,M 碩士,45,27,18,10,6,13,9,1,2,3,1,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,經營管理研究所,N 職,M 碩士,94,51,43,29,20,21,22,1,1,0,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,經營管理研究所_現役軍人營區在職專班,N 職,M 碩士,23,16,7,15,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,經營管理博士學位學程,D 日,D 博士,31,12,19,4,4,1,7,0,1,2,3,2,1,1,3,2,0,0,0
111,04131,企業管理細學類,經營管理碩士在職專班,N 職,M 碩士,3,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
111,04131,企業管理細學類,經營管理碩士在職專班,N 職,M 碩士,123,76,47,30,25,38,17,2,2,4,1,2,2,0,0,0,0,0,0
111,04131,企業管理細學類,經營管理碩士在職專班現役軍人營區碩士在職專班,N 職,M 碩士,5,5,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0
111,04131,企業管理細學類,經營管理碩士在職學位學程,N 職,M 碩士,416,225,191,107,91,87,88,20,9,6,2,5,1,0,0,0,0,0,0
111,04131,企業管理細學類,經營管理碩士學位學程(AMBA),D 日,M 碩士,49,18,31,5,11,3,12,3,4,7,4,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,經營管理碩士學程全球華商班,N 職,M 碩士,79,43,36,14,16,15,14,10,5,1,0,3,1,0,0,0,0,0,0
111,04131,企業管理細學類,經營管理碩士學程高階經營班,N 職,M 碩士,490,283,207,96,72,94,73,53,44,26,10,14,8,0,0,0,0,0,0
111,04131,企業管理細學類,經營管理學系,D 日,M 碩士,58,27,31,20,19,2,6,3,2,2,4,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,經營管理學系,D 日,M 碩士,18,6,12,4,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,經營管理學系,D 日,B 學士,463,191,272,31,62,46,50,55,83,48,71,0,0,0,0,0,0,11,6
111,04131,企業管理細學類,經營管理學系,D 日,B 學士,568,230,338,58,79,52,82,49,93,61,81,0,0,0,0,0,0,10,3
111,04131,企業管理細學類,經營管理學系,N 職,M 碩士,122,79,43,54,34,17,7,7,1,1,1,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,經營管理學系,P 進,B 學士,125,74,51,19,21,27,10,22,7,6,13,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,經營管理學系,P 進,B 學士,170,84,86,18,26,21,22,23,13,17,18,0,0,0,0,0,0,5,7
111,04131,企業管理細學類,經營管理學系企業經濟與策略博士班,D 日,D 博士,76,41,35,9,8,5,7,11,5,4,6,4,5,4,4,4,0,0,0
111,04131,企業管理細學類,經營與管理學系,D 日,B 學士,158,68,90,21,20,19,20,15,23,12,25,0,0,0,0,0,0,1,2
111,04131,企業管理細學類,資訊管理學系產業管理與數位行銷進修學士班,P 進,B 學士,95,62,33,13,7,21,8,8,10,16,8,0,0,0,0,0,0,4,0
111,04131,企業管理細學類,運動與休閒學院樂活產業高階經理人企業管理碩士在職專班,N 職,M 碩士,75,30,45,18,20,8,23,1,0,3,2,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,運動與健康管理研究所,D 日,M 碩士,20,12,8,3,4,5,2,3,0,1,2,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,電信管理研究所,D 日,M 碩士,33,15,18,6,8,6,9,2,0,1,1,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,管理研究所,D 日,D 博士,34,18,16,3,5,6,2,1,1,1,2,2,4,3,1,2,1,0,0
111,04131,企業管理細學類,管理研究所,D 日,M 碩士,82,35,47,14,19,19,20,1,5,1,3,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,管理科學系,D 日,D 博士,29,18,11,5,1,3,2,2,4,3,2,1,1,1,1,3,0,0,0
111,04131,企業管理細學類,管理科學系,D 日,M 碩士,77,27,50,13,23,11,24,3,1,0,2,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,管理科學系,D 日,B 學士,218,93,125,17,37,25,35,28,22,21,28,0,0,0,0,0,0,2,3
111,04131,企業管理細學類,管理科學學系,D 日,D 博士,53,27,26,4,5,7,3,5,4,2,4,5,3,3,3,1,4,0,0
111,04131,企業管理細學類,管理科學學系,D 日,B 學士,447,177,270,32,58,38,80,55,60,40,67,0,0,0,0,0,0,12,5
111,04131,企業管理細學類,管理科學學系企業經營碩士在職專班,N 職,M 碩士,57,20,37,10,17,9,16,1,3,0,1,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,管理科學學系企業經營碩士班,D 日,M 碩士,35,19,16,10,11,8,4,1,1,0,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,管理科學學系經營管理全英語碩士班,D 日,M 碩士,46,21,25,14,17,7,8,0,0,0,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,管理碩士在職專班,N 職,M 碩士,111,57,54,25,29,18,17,10,7,1,0,1,0,2,1,0,0,0,0
111,04131,企業管理細學類,管理碩士在職學位學程,N 職,M 碩士,43,22,21,10,13,11,8,0,0,1,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,管理學系,D 日,M 碩士,14,1,13,0,7,1,2,0,3,0,1,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,管理學系,D 日,B 學士,165,82,83,19,14,18,27,16,14,24,25,0,0,0,0,0,0,5,3
111,04131,企業管理細學類,管理學系,N 職,M 碩士,36,21,15,12,11,4,2,3,0,0,1,2,1,0,0,0,0,0,0
111,04131,企業管理細學類,管理學系碩士在職現役軍人營區專班,N 職,M 碩士,9,8,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,管理學院,P 進,B 學士,60,42,18,19,8,2,2,10,5,6,3,0,0,0,0,0,0,5,0
111,04131,企業管理細學類,管理學院_外國學生專班IMBA專班,D 日,M 碩士,38,7,31,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,管理學院_經營管理EMBA泰國境外專班,N 職,M 碩士,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,管理學院企業管理高階經營管理碩士在職專班,N 職,M 碩士,35,20,15,11,7,9,7,0,1,0,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,管理學院企業管理碩士專班,D 日,M 碩士,181,92,89,39,38,34,28,14,16,5,7,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,管理學院企業管理碩士學位學程,D 日,M 碩士,74,27,47,14,22,12,14,1,9,0,2,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,管理學院兩岸高階主管經營管理境外碩士在職學位學程,N 職,M 碩士,39,26,13,11,10,13,3,1,0,1,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,管理學院高階經理人企業管理碩士在職專班,N 職,M 碩士,168,75,93,36,46,33,40,2,3,2,2,2,1,0,1,0,0,0,0
111,04131,企業管理細學類,管理學院高階經營管理碩士在職專班,N 職,M 碩士,56,24,32,15,18,6,13,2,0,1,0,0,1,0,0,0,0,0,0
111,04131,企業管理細學類,管理學院高階經營管理碩士學位學程,N 職,M 碩士,91,55,36,29,18,19,13,5,4,2,1,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,管理學院國際經營管理碩士在職專班,N 職,M 碩士,40,18,22,10,12,8,7,0,3,0,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,管理學院國際經營管理碩士學位學程,D 日,M 碩士,16,1,15,1,5,0,4,0,3,0,3,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,管理學院國際經營管理碩士學程,D 日,M 碩士,136,49,87,16,33,22,26,4,21,7,7,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,管理學院創新經營管理越南境外碩士在職專班,N 職,M 碩士,10,6,4,0,0,1,0,3,2,2,2,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,管理學院經營管理EMBA專班,N 職,M 碩士,63,38,25,19,12,19,12,0,1,0,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,管理學院經營管理博士班,D 日,D 博士,47,34,13,8,3,6,3,9,4,6,2,3,1,2,0,0,0,0,0
111,04131,企業管理細學類,管理學院經營管理碩士班,D 日,M 碩士,41,22,19,20,17,1,2,1,0,0,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,管理學院經營管理碩士班,D 日,M 碩士,116,36,80,18,50,12,23,5,6,1,1,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,管理學院碩士在職專班,N 職,M 碩士,212,100,112,45,51,42,53,4,5,9,3,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,管理學院碩士在職專班,N 職,M 碩士,415,203,212,88,91,81,95,14,12,9,5,11,9,0,0,0,0,0,0
111,04131,企業管理細學類,管理學院管理博士班,D 日,D 博士,30,16,14,3,0,2,1,4,3,0,4,2,2,2,2,3,2,0,0
111,04131,企業管理細學類,管理學院管理博士班,D 日,D 博士,101,58,43,7,7,13,6,7,12,9,3,8,8,8,2,6,5,0,0
111,04131,企業管理細學類,管理學院管理碩士在職專班,N 職,M 碩士,153,72,81,22,40,33,34,2,3,7,1,4,3,4,0,0,0,0,0
111,04131,企業管理細學類,管理學院管理碩士在職專班,N 職,M 碩士,93,54,39,18,13,24,19,5,6,4,1,2,0,1,0,0,0,0,0
111,04131,企業管理細學類,管理學院管理碩士在職專班柬埔寨境外專班,N 職,M 碩士,4,2,2,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0
111,04131,企業管理細學類,管理學院管理碩士在職專班現役軍人營區碩士在職專班,N 職,M 碩士,7,6,1,0,0,0,0,0,0,3,0,1,0,2,1,0,0,0,0
111,04131,企業管理細學類,管理學院學士班,D 日,B 學士,158,69,89,17,34,23,29,16,13,13,13,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,綠色產業高階管理碩士在職專班,N 職,M 碩士,7,6,1,0,0,2,1,2,0,1,0,1,0,0,0,0,0,0,0
111,04131,企業管理細學類,數位經營管理系,D 日,B 四技,84,49,35,4,6,15,6,4,8,12,2,0,0,0,0,0,0,14,13
111,04131,企業管理細學類,數位經營管理系,N 修,B 四技,20,10,10,0,0,1,4,4,3,5,3,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,數位經營管理系,N 修,C 二技,62,36,26,0,0,0,0,3,8,31,18,0,0,0,0,0,0,2,0
111,04131,企業管理細學類,數位經營管理系經營管理碩士在職專班,N 職,M 碩士,75,53,22,20,11,30,10,2,0,0,0,1,1,0,0,0,0,0,0
111,04131,企業管理細學類,數位經營管理系經營管理碩士班,D 日,M 碩士,38,27,11,1,2,17,6,9,3,0,0,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,數位經營管理科,N 修,2 二專,21,12,9,4,1,6,6,0,0,0,0,0,0,0,0,0,0,2,2
111,04131,企業管理細學類,寰宇管理碩士學位學程,D 日,M 碩士,74,33,41,3,11,17,14,7,12,6,4,0,0,0,0,0,0,0,0
111,04131,企業管理細學類,環境與創意產業碩士在職學位學程,N 職,M 碩士,30,12,18,9,8,3,9,0,1,0,0,0,0,0,0,0,0,0,0
111,04132,流通及供應鏈細學類,行銷與物流管理系,D 日,B 四技,161,65,96,14,24,15,23,15,25,18,22,0,0,0,0,0,0,3,2
111,04132,流通及供應鏈細學類,行銷與物流管理系服務業經營管理碩士在職專班,N 職,M 碩士,21,12,9,10,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0
111,04132,流通及供應鏈細學類,行銷與物流管理系服務業經營管理碩士班,D 日,M 碩士,12,7,5,4,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0
111,04132,流通及供應鏈細學類,行銷與流通管理系,D 日,B 四技,377,168,209,35,34,44,53,45,51,38,69,0,0,0,0,0,0,6,2
111,04132,流通及供應鏈細學類,行銷與流通管理系,D 日,B 四技,467,141,326,34,86,27,85,29,77,45,75,0,0,0,0,0,0,6,3
111,04132,流通及供應鏈細學類,行銷與流通管理系,D 日,B 四技,124,63,61,14,5,3,3,14,18,19,34,0,0,0,0,0,0,13,1
111,04132,流通及供應鏈細學類,行銷與流通管理系,D 日,B 四技,584,156,428,24,106,48,106,35,112,39,94,0,0,0,0,0,0,10,10
111,04132,流通及供應鏈細學類,行銷與流通管理系,D 日,B 四技,219,132,87,30,15,31,29,34,21,22,17,0,0,0,0,0,0,15,5
111,04132,流通及供應鏈細學類,行銷與流通管理系,D 日,B 四技,9,7,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,3,0
111,04132,流通及供應鏈細學類,行銷與流通管理系,D 日,B 四技,164,89,75,16,14,24,12,17,16,22,27,0,0,0,0,0,0,10,6
111,04132,流通及供應鏈細學類,行銷與流通管理系,D 日,B 四技,694,249,445,52,100,69,125,55,91,69,125,0,0,0,0,0,0,4,4
111,04132,流通及供應鏈細學類,行銷與流通管理系,D 日,B 四技,449,120,329,30,76,28,83,26,84,31,82,0,0,0,0,0,0,5,4
111,04132,流通及供應鏈細學類,行銷與流通管理系,D 日,B 四技,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111,04132,流通及供應鏈細學類,行銷與流通管理系,D 日,B 四技,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
111,04132,流通及供應鏈細學類,行銷與流通管理系,D 日,B 四技,140,70,70,11,10,3,8,18,20,31,26,0,0,0,0,0,0,7,6
111,04132,流通及供應鏈細學類,行銷與流通管理系,D 日,B 四技,442,190,252,25,45,47,50,50,66,51,73,0,0,0,0,0,0,17,18
111,04132,流通及供應鏈細學類,行銷與流通管理系,D 日,B 四技,684,208,476,53,111,48,119,59,114,37,122,0,0,0,0,0,0,11,10
