學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
0022,國立臺灣科技大學,349999,管理學士班,D 日,B 四技,14,23,16,22,16,18,16,18,0,0,0,0,0,0,1,1,30 臺北市,2 技職
0022,國立臺灣科技大學,380213,專利研究所,D 日,M 碩士,6,9,8,7,1,2,1,1,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0022,國立臺灣科技大學,449902,應用科技研究所,D 日,D 博士,18,9,15,7,13,2,7,0,6,2,4,1,1,1,0,0,30 臺北市,2 技職
0022,國立臺灣科技大學,449902,應用科技研究所材料科技學程,D 日,D 博士,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,30 臺北市,2 技職
0022,國立臺灣科技大學,449902,應用科技研究所,D 日,M 碩士,6,10,5,3,1,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0022,國立臺灣科技大學,449902,應用科技學士學位學程,D 日,B 四技,0,0,0,0,5,3,9,1,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0022,國立臺灣科技大學,449902,應用科技研究所材料科技學程,N 職,D 博士,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30 臺北市,2 技職
0022,國立臺灣科技大學,480109,資訊管理系,D 日,D 博士,11,3,9,3,11,2,7,3,1,1,4,1,7,2,1,0,30 臺北市,2 技職
0022,國立臺灣科技大學,480109,資訊管理系,D 日,M 碩士,37,31,26,32,8,1,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0022,國立臺灣科技大學,480109,資訊管理系,D 日,B 四技,30,14,38,10,38,13,38,21,0,0,0,0,0,0,10,3,30 臺北市,2 技職
0022,國立臺灣科技大學,480109,資訊管理系,N 職,M 碩士,24,7,18,10,1,0,2,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520101,電機工程系,D 日,D 博士,11,0,16,1,14,0,12,0,10,0,10,0,7,0,2,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520101,電機工程系,D 日,M 碩士,157,18,138,14,12,3,6,1,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520101,電機工程系,D 日,B 四技,96,3,97,3,110,3,105,6,0,0,0,0,0,0,14,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520101,電機工程系,N 職,D 博士,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520101,電機工程系,N 職,M 碩士,21,1,20,1,13,0,15,1,0,0,0,0,0,0,2,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520103,電子工程系,D 日,D 博士,16,1,15,1,6,4,12,0,7,0,9,0,4,0,5,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520103,電子工程系,D 日,M 碩士,170,28,184,28,26,3,10,2,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520103,電子工程系,D 日,B 四技,99,13,100,9,115,8,113,13,0,0,0,0,0,0,17,1,30 臺北市,2 技職
0022,國立臺灣科技大學,520103,電子工程系,N 職,M 碩士,18,1,16,0,21,0,14,0,0,0,0,0,0,0,1,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520106,光電工程研究所,D 日,D 博士,2,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520106,光電工程研究所,D 日,M 碩士,11,3,17,3,2,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520114,資訊工程系,D 日,D 博士,5,0,12,0,6,2,6,1,3,0,4,0,4,1,1,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520114,資訊工程系,D 日,M 碩士,69,12,77,19,30,10,5,3,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520114,資訊工程系,D 日,B 四技,45,5,49,6,55,3,46,9,0,0,0,0,0,0,11,2,30 臺北市,2 技職
0022,國立臺灣科技大學,520114,資訊工程系,D 日,C 二技,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520114,資訊工程系,N 職,M 碩士,2,2,5,1,10,0,5,0,0,0,0,0,0,0,1,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520172,色彩與照明科技研究所,D 日,M 碩士,11,5,8,5,2,1,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520198,電資學士班,D 日,B 四技,32,8,36,4,27,4,31,3,0,0,0,0,0,0,2,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520201,機械工程系,D 日,D 博士,15,2,18,1,10,0,4,1,8,0,7,1,4,2,1,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520201,機械工程系,D 日,M 碩士,173,27,145,16,28,3,6,2,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520201,機械工程系,D 日,B 四技,120,15,133,17,132,8,128,10,0,0,0,0,0,0,28,1,30 臺北市,2 技職
0022,國立臺灣科技大學,520201,機械工程系,N 職,M 碩士,11,1,11,2,7,0,3,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520222,自動化及控制研究所,D 日,D 博士,4,1,3,1,2,0,0,0,2,0,2,0,2,0,0,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520222,自動化及控制研究所,D 日,M 碩士,27,5,23,0,3,1,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520222,自動化及控制研究所,N 職,D 博士,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520222,自動化及控制研究所,N 職,M 碩士,13,0,11,2,11,0,7,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520311,營建工程系,D 日,D 博士,12,1,9,3,14,1,7,1,8,0,2,0,8,0,3,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520311,營建工程系,D 日,M 碩士,83,29,70,23,12,3,3,1,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520311,營建工程系,D 日,B 四技,51,24,66,17,64,20,72,20,0,0,0,0,0,0,4,3,30 臺北市,2 技職
0022,國立臺灣科技大學,520311,營建工程系,D 日,C 二技,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520311,營建工程系,N 職,M 碩士,14,2,12,3,14,1,8,0,0,0,0,0,0,0,1,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520311,營建工程系,N 修,C 二技,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520401,化學工程系,D 日,D 博士,5,7,7,7,9,3,9,3,5,0,7,1,0,0,0,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520401,化學工程系,D 日,M 碩士,80,55,75,32,7,5,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520401,化學工程系,D 日,B 四技,49,29,64,23,74,29,56,32,0,0,0,0,0,0,19,7,30 臺北市,2 技職
0022,國立臺灣科技大學,520401,化學工程系,D 日,C 二技,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520502,材料科學與工程系,D 日,D 博士,23,1,17,1,13,1,15,1,6,0,4,0,4,0,2,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520502,材料科學與工程系,D 日,M 碩士,66,22,33,13,2,0,1,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0022,國立臺灣科技大學,520502,材料科學與工程系,D 日,B 四技,65,26,77,19,72,24,78,24,0,0,0,0,0,0,12,1,30 臺北市,2 技職
0022,國立臺灣科技大學,521307,醫學工程研究所,D 日,M 碩士,15,7,13,4,1,1,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0022,國立臺灣科技大學,529989,綠能產業機電工程學士學位學程,D 日,X 4+X,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,30 臺北市,2 技職
0022,國立臺灣科技大學,529998,工程學士班,D 日,B 四技,29,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0022,國立臺灣科技大學,580101,建築系,D 日,D 博士,16,5,16,4,3,1,2,0,4,2,1,0,0,2,0,0,30 臺北市,2 技職
0022,國立臺灣科技大學,580101,建築系,D 日,M 碩士,31,25,21,16,11,1,5,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0022,國立臺灣科技大學,580101,建築系,D 日,B 四技,33,20,32,17,41,25,23,12,0,0,0,0,0,0,13,5,30 臺北市,2 技職
0022,國立臺灣科技大學,580101,建築系,N 職,M 碩士,9,1,6,2,2,0,1,1,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0022,國立臺灣科技大學,990199,不分系學士班,D 日,B 四技,116,76,110,83,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0023,國立雲林科技大學,140113,技術及職業教育研究所,D 日,D 博士,6,6,7,2,2,2,2,1,1,2,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,140113,技術及職業教育研究所,D 日,M 碩士,0,10,3,4,3,5,2,2,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,140113,技術及職業教育研究所,N 職,M 碩士,10,15,3,15,0,4,2,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,211005,文化資產維護系,D 日,M 碩士,12,10,6,12,8,6,4,7,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,211005,文化資產維護系,D 日,B 四技,18,52,15,49,14,51,15,46,0,0,0,0,0,0,5,8,09 雲林縣,2 技職
0023,國立雲林科技大學,211005,文化資產維護系,D 日,C 二技,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,220215,漢學應用研究所,D 日,M 碩士,6,11,2,7,2,5,1,2,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,220215,漢學應用研究所,N 職,M 碩士,2,5,2,6,1,7,0,1,1,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,220303,應用外語系,D 日,M 碩士,10,14,8,13,2,10,1,5,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,220303,應用外語系,D 日,B 四技,12,59,13,55,12,58,15,54,0,0,0,0,0,0,2,9,09 雲林縣,2 技職
0023,國立雲林科技大學,220303,應用外語系,N 職,M 碩士,4,24,5,12,4,9,1,8,3,6,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,230106,設計學研究所,D 日,D 博士,14,15,9,6,8,7,8,11,9,7,4,6,8,3,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,230106,設計學研究所,D 日,M 碩士,3,14,5,8,2,12,1,4,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,230108,創意生活設計系,D 日,M 碩士,14,13,7,18,7,5,1,3,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,230108,創意生活設計系,D 日,B 四技,17,44,6,55,16,56,10,48,0,0,0,0,0,0,0,5,09 雲林縣,2 技職
0023,國立雲林科技大學,230108,創意生活設計系,D 日,C 二技,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,230201,視覺傳達設計系,D 日,M 碩士,5,20,6,16,5,9,4,3,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,230201,視覺傳達設計系,D 日,B 四技,13,43,13,43,12,49,8,56,0,0,0,0,0,0,3,5,09 雲林縣,2 技職
0023,國立雲林科技大學,230203,數位媒體設計系,D 日,M 碩士,7,17,9,10,6,8,3,2,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,230203,數位媒體設計系,D 日,B 四技,16,52,25,40,22,47,20,41,0,0,0,0,0,0,6,4,09 雲林縣,2 技職
0023,國立雲林科技大學,230303,工業設計系,D 日,M 碩士,11,10,17,9,9,9,5,4,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,230303,工業設計系,D 日,B 四技,24,31,36,17,26,29,27,30,0,0,0,0,0,0,6,2,09 雲林縣,2 技職
0023,國立雲林科技大學,230404,建築與室內設計系,D 日,M 碩士,8,13,9,8,8,8,4,3,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,230404,建築與室內設計系,D 日,B 四技,26,23,31,27,14,34,23,29,0,0,0,0,0,0,5,5,09 雲林縣,2 技職
0023,國立雲林科技大學,340201,會計系管理,D 日,D 博士,3,1,2,3,0,2,1,2,1,1,0,2,1,4,2,2,09 雲林縣,2 技職
0023,國立雲林科技大學,340201,會計系,D 日,M 碩士,10,12,11,11,1,0,0,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,340201,會計系,D 日,B 四技,18,40,14,37,13,41,15,40,0,0,0,0,0,0,1,1,09 雲林縣,2 技職
0023,國立雲林科技大學,340201,會計系,D 日,C 二技,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,340201,會計系,N 職,M 碩士,6,15,5,19,0,1,0,0,1,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,340301,企業管理系,D 日,D 博士,10,4,8,7,5,3,9,3,8,7,3,3,6,1,0,1,09 雲林縣,2 技職
0023,國立雲林科技大學,340301,企業管理系,D 日,M 碩士,20,30,30,30,5,6,1,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,340301,企業管理系,D 日,B 四技,14,38,15,36,15,39,7,39,0,0,0,0,0,0,4,3,09 雲林縣,2 技職
0023,國立雲林科技大學,340301,企業管理系,D 日,C 二技,0,0,0,0,10,25,9,22,1,8,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,340301,企業管理系,N 職,M 碩士,24,19,16,15,9,3,4,1,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,340310,國際管理學士學位學程,D 日,B 四技,13,6,5,18,13,42,20,48,0,0,0,0,0,0,0,2,09 雲林縣,2 技職
0023,國立雲林科技大學,340326,創業管理碩士學位學程,D 日,M 碩士,9,5,6,7,2,1,1,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,340501,財務金融系,D 日,D 博士,3,1,3,1,0,3,5,0,6,1,3,1,2,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,340501,財務金融系,D 日,M 碩士,24,29,18,17,2,1,0,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,340501,財務金融系,D 日,B 四技,20,38,16,43,14,39,13,44,0,0,0,0,0,0,1,0,09 雲林縣,2 技職
0023,國立雲林科技大學,340501,財務金融系,N 職,M 碩士,19,8,10,7,2,1,1,0,1,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,349997,商管專業學院,N 職,M 碩士,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,380203,科技法律研究所,D 日,M 碩士,10,9,11,5,7,5,2,1,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,380203,科技法律研究所,N 職,M 碩士,14,10,12,3,0,0,6,3,1,1,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,480109,資訊管理系,D 日,D 博士,8,2,5,1,3,0,3,1,3,1,2,2,1,1,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,480109,資訊管理系,D 日,M 碩士,41,9,43,16,2,2,0,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,480109,資訊管理系,D 日,B 四技,38,25,33,29,32,22,30,29,0,0,0,0,0,0,4,2,09 雲林縣,2 技職
0023,國立雲林科技大學,480109,資訊管理系,D 日,C 二技,0,0,0,0,34,25,21,21,4,1,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,480109,資訊管理系,N 職,M 碩士,17,6,14,6,7,2,1,0,0,1,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,520101,電機工程系,D 日,M 碩士,81,6,75,2,9,0,2,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,520101,電機工程系,D 日,B 四技,116,3,133,5,132,5,134,1,0,0,0,0,0,0,10,0,09 雲林縣,2 技職
0023,國立雲林科技大學,520101,電機工程系,N 職,M 碩士,10,0,14,1,4,1,1,0,1,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,520103,電子工程系,D 日,D 博士,1,1,1,0,1,0,2,0,3,0,0,0,1,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,520103,電子工程系,D 日,M 碩士,67,8,71,5,12,0,2,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,520103,電子工程系,D 日,B 四技,110,13,118,11,114,9,118,12,0,0,0,0,0,0,10,2,09 雲林縣,2 技職
0023,國立雲林科技大學,520114,資訊工程系,D 日,M 碩士,32,4,29,4,5,1,2,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,520114,資訊工程系,D 日,B 四技,51,5,61,5,60,3,52,5,0,0,0,0,0,0,7,0,09 雲林縣,2 技職
0023,國立雲林科技大學,520201,機械工程系,D 日,D 博士,4,0,2,0,4,0,3,0,4,0,0,0,2,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,520201,機械工程系,D 日,M 碩士,62,4,68,2,11,0,3,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,520201,機械工程系,D 日,B 四技,144,15,127,7,122,4,118,8,0,0,0,0,0,0,13,1,09 雲林縣,2 技職
0023,國立雲林科技大學,520311,營建工程系,D 日,M 碩士,23,8,15,5,4,1,1,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,520311,營建工程系,D 日,B 四技,48,17,46,18,49,21,47,18,0,0,0,0,0,0,6,1,09 雲林縣,2 技職
0023,國立雲林科技大學,520311,營建工程系,D 日,C 二技,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,520311,營建工程系,N 職,M 碩士,14,5,8,2,3,2,9,4,3,1,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,520403,化學工程與材料工程系,D 日,D 博士,0,0,2,1,1,0,2,0,0,0,1,0,1,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,520403,化學工程與材料工程系,D 日,M 碩士,37,13,33,9,8,2,2,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,520403,化學工程與材料工程系,D 日,B 四技,78,22,76,31,86,24,66,34,0,0,0,0,0,0,12,0,09 雲林縣,2 技職
0023,國立雲林科技大學,520503,材料科技研究所,D 日,M 碩士,15,2,14,1,4,0,0,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,520601,工業工程與管理系,D 日,D 博士,2,4,2,1,2,1,0,0,1,0,2,2,1,1,1,0,09 雲林縣,2 技職
0023,國立雲林科技大學,520601,工業工程與管理系,D 日,M 碩士,42,15,32,16,10,4,0,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,520601,工業工程與管理系,D 日,B 四技,60,56,71,42,49,38,50,34,0,0,0,0,0,0,6,3,09 雲林縣,2 技職
0023,國立雲林科技大學,520601,工業工程與管理系,N 職,M 碩士,23,24,18,22,1,7,6,3,2,2,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,520905,環境與安全衛生工程系,D 日,D 博士,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,520905,環境與安全衛生工程系,D 日,M 碩士,31,15,28,9,8,1,5,1,0,0,0,0,0,0,1,0,09 雲林縣,2 技職
0023,國立雲林科技大學,520905,環境與安全衛生工程系,D 日,B 四技,48,27,42,15,43,15,34,21,0,0,0,0,0,0,6,3,09 雲林縣,2 技職
0023,國立雲林科技大學,520905,環境與安全衛生工程系,D 日,C 二技,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,520905,環境與安全衛生工程系,N 職,M 碩士,12,0,14,8,13,1,6,1,4,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,521301,工程科技研究所,D 日,D 博士,12,0,16,2,15,0,11,2,18,2,10,0,6,0,1,0,09 雲林縣,2 技職
0023,國立雲林科技大學,521301,工程學院,D 日,B 四技,61,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,810503,休閒運動研究所,D 日,M 碩士,13,6,5,8,0,0,0,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,810503,休閒運動研究所,N 職,M 碩士,11,14,11,11,1,0,0,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0024,國立屏東科技大學,140113,技術及職業教育研究所,D 日,M 碩士,2,15,5,11,1,4,2,3,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
0024,國立屏東科技大學,140113,技術及職業教育研究所,N 職,M 碩士,4,9,2,15,0,5,0,3,0,1,0,0,0,0,0,0,13 屏東縣,2 技職
0024,國立屏東科技大學,220303,應用外語系,D 日,M 碩士,6,6,2,5,2,3,0,1,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
0024,國立屏東科技大學,220303,應用外語系,D 日,B 四技,7,46,11,38,9,41,13,36,0,0,0,0,0,0,4,3,13 屏東縣,2 技職
0024,國立屏東科技大學,230104,時尚設計與管理系,D 日,M 碩士,1,14,0,8,0,5,0,6,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
0024,國立屏東科技大學,230104,時尚設計與管理系,D 日,B 四技,2,68,3,64,2,67,0,63,0,0,0,0,0,0,1,2,13 屏東縣,2 技職
0024,國立屏東科技大學,310722,客家文化產業研究所,D 日,M 碩士,7,3,5,6,2,6,2,0,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
0024,國立屏東科技大學,340301,企業管理系,D 日,M 碩士,12,12,7,9,1,3,0,1,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
0024,國立屏東科技大學,340301,企業管理系,D 日,B 四技,34,66,33,69,37,68,20,71,0,0,0,0,0,0,3,2,13 屏東縣,2 技職
0024,國立屏東科技大學,340301,企業管理系,N 職,M 碩士,6,7,9,8,8,4,2,1,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
0024,國立屏東科技大學,340301,企業管理系,N 修,B 四技,12,14,15,21,19,16,14,12,0,0,0,0,0,0,7,2,13 屏東縣,2 技職
0024,國立屏東科技大學,340501,財務金融研究所,D 日,M 碩士,0,0,8,1,1,1,0,1,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
0024,國立屏東科技大學,340501,財務金融研究所,N 職,M 碩士,2,5,3,2,1,1,0,1,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
0024,國立屏東科技大學,349901,科技管理研究所,D 日,M 碩士,2,7,3,2,2,1,2,0,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
0024,國立屏東科技大學,349901,科技管理研究所,N 職,M 碩士,6,1,2,0,3,1,0,1,2,2,3,1,0,0,0,0,13 屏東縣,2 技職
0024,國立屏東科技大學,349906,工業管理系,D 日,M 碩士,14,12,9,15,3,2,1,0,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
0024,國立屏東科技大學,349906,工業管理系,D 日,B 四技,37,60,35,53,39,49,33,53,0,0,0,0,0,0,8,0,13 屏東縣,2 技職
0024,國立屏東科技大學,349906,工業管理系,N 職,M 碩士,6,0,12,0,6,1,1,0,2,0,0,0,0,0,0,0,13 屏東縣,2 技職
0024,國立屏東科技大學,349939,高階經營管理碩士在職專班,N 職,M 碩士,13,11,13,8,1,2,1,0,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
0024,國立屏東科技大學,420203,野生動物保育研究所,D 日,M 碩士,8,10,7,3,6,3,2,1,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
0024,國立屏東科技大學,420302,生物科技系,D 日,M 碩士,16,11,17,11,9,6,0,0,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
0024,國立屏東科技大學,420302,生物科技系,D 日,B 四技,26,27,35,19,25,25,33,20,0,0,0,0,0,0,8,3,13 屏東縣,2 技職
0024,國立屏東科技大學,420302,生物科技系,N 修,B 四技,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,13 屏東縣,2 技職
0024,國立屏東科技大學,420307,生物資源研究所,D 日,D 博士,5,1,1,1,2,1,3,2,6,0,2,0,0,0,1,2,13 屏東縣,2 技職
0024,國立屏東科技大學,480109,資訊管理系,D 日,M 碩士,16,9,17,7,5,4,4,1,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
0024,國立屏東科技大學,480109,資訊管理系,D 日,B 四技,35,19,37,17,36,17,30,17,0,0,0,0,0,0,0,2,13 屏東縣,2 技職
0024,國立屏東科技大學,480109,資訊管理系,N 職,M 碩士,10,5,7,2,5,0,1,0,1,0,0,0,0,0,0,0,13 屏東縣,2 技職
0024,國立屏東科技大學,520201,機械工程系,D 日,M 碩士,28,0,32,0,2,0,0,0,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
0024,國立屏東科技大學,520201,機械工程系,D 日,B 四技,89,6,92,3,85,7,82,11,0,0,0,0,0,0,7,0,13 屏東縣,2 技職
0024,國立屏東科技大學,520201,機械工程系,N 職,M 碩士,11,2,9,0,5,0,1,0,2,0,0,0,0,0,0,0,13 屏東縣,2 技職
0024,國立屏東科技大學,520201,機械工程系,N 修,B 四技,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13 屏東縣,2 技職
0024,國立屏東科技大學,520201,機械工程系,N 修,C 二技,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13 屏東縣,2 技職
0024,國立屏東科技大學,520202,車輛工程系,D 日,M 碩士,37,0,30,1,10,0,1,0,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
0024,國立屏東科技大學,520202,車輛工程系,D 日,B 四技,99,0,98,3,91,3,93,0,0,0,0,0,0,0,12,1,13 屏東縣,2 技職
0024,國立屏東科技大學,520239,生物機電工程系,D 日,M 碩士,13,2,11,0,7,0,1,0,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
0024,國立屏東科技大學,520239,生物機電工程系,D 日,B 四技,47,0,51,2,42,6,43,2,0,0,0,0,0,0,5,0,13 屏東縣,2 技職
0024,國立屏東科技大學,520239,生物機電工程系,N 修,B 四技,51,3,50,2,50,1,41,3,0,0,0,0,0,0,12,0,13 屏東縣,2 技職
0024,國立屏東科技大學,520301,土木工程系,D 日,D 博士,5,0,5,2,3,0,2,0,3,0,1,0,2,0,1,0,13 屏東縣,2 技職
0024,國立屏東科技大學,520301,土木工程系,D 日,M 碩士,9,3,9,3,7,0,1,0,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
